"sample_raw_id","feature_id","name_sirius","smiles_sirius","InChI_sirius","NPC.pathway_canopus","NPC.superclass_canopus","RF_importance","Mature - Young.sample_raw_id","Mature - Young.group","Mature - Young.posthoc_Pvalue","Mature - Young.log10P"
"167","X1192_461.77_1.6_peak",1192,NA,NA,NA,NA,NA,NA,"X1192_461.77_1.6_peak","Mature - Young",0.845722147839929,1.07277229592083
"168","X1193_422.58_0.7_peak",1193,NA,NA,NA,NA,NA,NA,"X1193_422.58_0.7_peak","Mature - Young",0.171685709924644,1.76526585136876
"169","X1194_527.76_1.3_peak",1194,NA,NA,NA,NA,NA,NA,"X1194_527.76_1.3_peak","Mature - Young",0.063814662898842,2.19507952058291
"170","X1195_421.25_6.9_peak",1195,"Ralimetinib","CC(C)(C)CN1C2=C(C=CC(=N2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(C=C4)F)N=C1N","InChI=1S/C24H29FN6/c1-23(2,3)13-31-20-17(28-22(31)26)12-11-16(27-20)19-18(14-7-9-15(25)10-8-14)29-21(30-19)24(4,5)6/h7-12H,13H2,1-6H3,(H2,26,28)(H,29,30)","Alkaloids","Nicotinic acid alkaloids",NA,"X1195_421.25_6.9_peak","Mature - Young",0.207095266760814,1.68382982695469
"171","X1196_596.51_7.2_peak",1196,NA,NA,NA,"Fatty acids","Fatty amides",NA,"X1196_596.51_7.2_peak","Mature - Young",0.142940067946608,1.84484601579278
"172","X1197_794.44_2.1_peak",1197,"Anabaenopeptin J","CCC(C)C(C(=O)O)NC(=O)NC1CCCCNC(=O)C(NC(=O)C(N(C(=O)C(NC(=O)C(NC1=O)C(C)C)CCC2=CC=C(C=C2)O)C)C)CC3=CC=CC=C3","InChI=1S/C41H59N7O9/c1-7-25(4)34(40(55)56)47-41(57)45-30-15-11-12-22-42-36(51)32(23-28-13-9-8-10-14-28)44-35(50)26(5)48(6)39(54)31(21-18-27-16-19-29(49)20-17-27)43-38(53)33(24(2)3)46-37(30)52/h8-10,13-14,16-17,19-20,24-26,30-34,49H,7,11-12,15,18,21-23H2,1-6H3,(H,42,51)(H,43,53)(H,44,50)(H,46,52)(H,55,56)(H2,45,47,57)","Amino acids and Peptides","Oligopeptides",NA,"X1197_794.44_2.1_peak","Mature - Young",0.203978027896524,1.690416611384
"173","X1198_313.16_1_peak",1198,NA,NA,NA,NA,NA,NA,"X1198_313.16_1_peak","Mature - Young",0.740399974635445,1.13053360479715
"174","X1199_636.31_4_peak",1199,"Mycaminosyltylonolide","CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)O)N(C)C)O)CC=O)C)C)CO","InChI=1S/C31H51NO10/c1-8-25-22(16-34)13-17(2)9-10-23(35)18(3)14-21(11-12-33)30(19(4)24(36)15-26(37)41-25)42-31-29(39)27(32(6)7)28(38)20(5)40-31/h9-10,12-13,18-22,24-25,27-31,34,36,38-39H,8,11,14-16H2,1-7H3","Terpenoids","Steroids",NA,"X1199_636.31_4_peak","Mature - Young",0.572598696904591,1.24214964466194
"175","X12_365.1_0.3_peak",12,"Nigerose","C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O","InChI=1S/C12H22O11/c13-1-3-5(15)7(17)8(18)12(22-3)23-10-6(16)4(2-14)21-11(20)9(10)19/h3-20H,1-2H2","Carbohydrates","Saccharides",0,"X12_365.1_0.3_peak","Mature - Young",0.0469307948329516,2.32854209039348
"176","X1200_659.25_4.3_peak",1200,"(2S,3S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-acetamido-3-[4-(carboxymethyl)phenyl]propanoyl]amino]-5-hydroxy-5-oxopentanoyl]amino]-5-hydroxy-5-oxopentanoyl]amino]-3-methylpentanoic acid","CCC(C)C(C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC1=CC=C(C=C1)CC(=O)O)NC(=O)C","InChI=1S/C29H40N4O12/c1-4-15(2)25(29(44)45)33-27(42)20(10-12-23(37)38)31-26(41)19(9-11-22(35)36)32-28(43)21(30-16(3)34)13-17-5-7-18(8-6-17)14-24(39)40/h5-8,15,19-21,25H,4,9-14H2,1-3H3,(H,30,34)(H,31,41)(H,32,43)(H,33,42)(H,35,36)(H,37,38)(H,39,40)(H,44,45)","Alkaloids","Tyrosine alkaloids",0.0095,"X1200_659.25_4.3_peak","Mature - Young",0.049022478537411,2.30960473494626
"177","X1202_384.53_1.9_peak",1202,NA,NA,NA,NA,NA,NA,"X1202_384.53_1.9_peak","Mature - Young",0.635490430234418,1.19689098504338
"178","X1203_507.37_5_peak",1203,NA,NA,NA,NA,NA,NA,"X1203_507.37_5_peak","Mature - Young",0.374711630679021,1.4263028266251
"179","X1204_281.63_4.7_peak",1204,NA,NA,NA,NA,NA,NA,"X1204_281.63_4.7_peak","Mature - Young",0.114058710473298,1.94287154277631
"180","X1205_383.19_1.3_peak",1205,NA,NA,NA,NA,NA,NA,"X1205_383.19_1.3_peak","Mature - Young",0.541168435302093,1.26666754240313
"181","X1206_840.38_1.7_peak",1206,NA,NA,NA,NA,NA,NA,"X1206_840.38_1.7_peak","Mature - Young",0.497606551885577,1.30311391001133
"182","X1208_314.21_0.9_peak",1208,"2-[[1-(2-aminopropanoyl)piperidine-4-carbonyl]amino]-3-methylpentanoic acid","CCC(C)C(C(=O)O)NC(=O)C1CCN(CC1)C(=O)C(C)N","InChI=1S/C15H27N3O4/c1-4-9(2)12(15(21)22)17-13(19)11-5-7-18(8-6-11)14(20)10(3)16/h9-12H,4-8,16H2,1-3H3,(H,17,19)(H,21,22)","Amino acids and Peptides","Small peptides",NA,"X1208_314.21_0.9_peak","Mature - Young",0.235170083582594,1.62861792647925
"183","X121_543.3_2_peak",121,NA,NA,NA,NA,NA,NA,"X121_543.3_2_peak","Mature - Young",0.22594434127261,1.64599853100839
"184","X1210_294.68_5.6_peak",1210,NA,NA,NA,NA,NA,NA,"X1210_294.68_5.6_peak","Mature - Young",0.546394734648234,1.26249349440016
"185","X1211_327.69_0.5_peak",1211,NA,NA,NA,NA,NA,NA,"X1211_327.69_0.5_peak","Mature - Young",0.679045904267414,1.16810086593132
"186","X1212_336.49_0.6_peak",1212,NA,NA,NA,NA,NA,NA,"X1212_336.49_0.6_peak","Mature - Young",0.680008404529319,1.16748571962001
"187","X1213_410.48_1.3_peak",1213,NA,NA,NA,NA,NA,NA,"X1213_410.48_1.3_peak","Mature - Young",0.0634770651673017,2.19738316085718
"188","X1214_297.28_7.1_peak",1214,"Emery 2301","CCCCCCCCC=CCCCCCCCC(=O)OC","InChI=1S/C19H36O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h10-11H,3-9,12-18H2,1-2H3","Fatty acids","Fatty esters",NA,"X1214_297.28_7.1_peak","Mature - Young",0.395563176229668,1.4027841445385
"189","X1215_609.38_4.8_peak",1215,NA,NA,NA,NA,NA,NA,"X1215_609.38_4.8_peak","Mature - Young",0.119422795239615,1.92291276783073
"190","X1218_367.21_0.9_peak",1218,"2-[[2-(2-aminopropanoylamino)-3-methylbutanoyl]amino]-5-(diaminomethylideneamino)pentanoic acid","CC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(C)N","InChI=1S/C14H28N6O4/c1-7(2)10(20-11(21)8(3)15)12(22)19-9(13(23)24)5-4-6-18-14(16)17/h7-10H,4-6,15H2,1-3H3,(H,19,22)(H,20,21)(H,23,24)(H4,16,17,18)","Amino acids and Peptides","Small peptides",NA,"X1218_367.21_0.9_peak","Mature - Young",0.711472652895065,1.14784178837663
"191","X1219_981.23_2.6_peak",1219,NA,NA,NA,NA,NA,NA,"X1219_981.23_2.6_peak","Mature - Young",0.594826817974,1.22560945939089
"192","X122_504.31_5.4_peak",122,"1-stearoyl-phosphatidylethenolamine","CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O","InChI=1S/C23H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h22,25H,2-21,24H2,1H3,(H,27,28)","Fatty acids","Glycerophospholipids",NA,"X122_504.31_5.4_peak","Mature - Young",0.856217702899169,1.06741579706707
"193","X1220_279.65_4.4_peak",1220,NA,NA,NA,NA,NA,NA,"X1220_279.65_4.4_peak","Mature - Young",0.907184514325627,1.04230437181132
"194","X1221_394.21_0.6_peak",1221,"null","CC(C)CC(C(=O)NC(C)C(=O)NCC=O)NC(=O)C(C)NC(=O)CN","InChI=1S/C16H29N5O5/c1-9(2)7-12(21-15(25)11(4)19-13(23)8-17)16(26)20-10(3)14(24)18-5-6-22/h6,9-12H,5,7-8,17H2,1-4H3,(H,18,24)(H,19,23)(H,20,26)(H,21,25)","Amino acids and Peptides","Small peptides",0.0155,"X1221_394.21_0.6_peak","Mature - Young",0.0353526105304601,2.45157851122738
"195","X1222_289.18_4.8_peak",1222,NA,NA,NA,NA,NA,NA,"X1222_289.18_4.8_peak","Mature - Young",0.263806040323561,1.57871526470641
"196","X1223_472.35_1.5_peak",1223,"null","CC1(CCC(CC2C1CCC2(CCNC(=[NH+]C)NCCCO)O)C(=C)C3CCCCC3)O","InChI=1S/C26H47N3O3/c1-19(20-8-5-4-6-9-20)21-10-12-25(2,31)22-11-13-26(32,23(22)18-21)14-16-29-24(27-3)28-15-7-17-30/h20-23,30-32H,1,4-18H2,2-3H3,(H2,27,28,29)/p+1","Amino acids and Peptides","Oligopeptides",NA,"X1223_472.35_1.5_peak","Mature - Young",0.206998474289845,1.6840328555573
"197","X1224_243.13_1.2_peak",1224,"null","CC(C)CC1C(=O)NC(C(=O)N1)CCC(=O)O","InChI=1S/C11H18N2O4/c1-6(2)5-8-11(17)12-7(10(16)13-8)3-4-9(14)15/h6-8H,3-5H2,1-2H3,(H,12,17)(H,13,16)(H,14,15)","Amino acids and Peptides","Small peptides",NA,"X1224_243.13_1.2_peak","Mature - Young",0.498770369927765,1.30209935422936
"198","X1225_546.28_4.7_peak",1225,"1-oleoyl-sn-glycero-3-phosphoserine","CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(C(=O)O)N)O","InChI=1S/C24H46NO9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(27)32-18-21(26)19-33-35(30,31)34-20-22(25)24(28)29/h9-10,21-22,26H,2-8,11-20,25H2,1H3,(H,28,29)(H,30,31)","Fatty acids","Glycerophospholipids",NA,"X1225_546.28_4.7_peak","Mature - Young",0.104150215197112,1.98233982836797
"199","X1226_797.41_1.7_peak",1226,"(1,1-Dimethylethoxy)carbonyl-tyrosyl-prolyl-glycyl-phenylalanyl-leucyl-threonine","CC(C)CC(C(=O)NC(C(C)O)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)C2CCCN2C(=O)C(CC3=CC=C(C=C3)O)NC(=O)OC(C)(C)C","InChI=1S/C40H56N6O11/c1-23(2)19-28(35(51)45-33(24(3)47)38(54)55)43-34(50)29(20-25-11-8-7-9-12-25)42-32(49)22-41-36(52)31-13-10-18-46(31)37(53)30(44-39(56)57-40(4,5)6)21-26-14-16-27(48)17-15-26/h7-9,11-12,14-17,23-24,28-31,33,47-48H,10,13,18-22H2,1-6H3,(H,41,52)(H,42,49)(H,43,50)(H,44,56)(H,45,51)(H,54,55)","Amino acids and Peptides","Oligopeptides",NA,"X1226_797.41_1.7_peak","Mature - Young",0.120413324571988,1.91932545271356
"200","X1227_963.64_5.4_peak",1227,NA,NA,NA,"Fatty acids","Glycerophospholipids",NA,"X1227_963.64_5.4_peak","Mature - Young",0.819337484583617,1.08653717576989
"201","X1228_335.26_3.9_peak",1228,"(?5(6)-EET methyl ester","CCCCCC=CCC=CCC=CCC1C(O1)CCCC(=O)OC","InChI=1S/C21H34O3/c1-3-4-5-6-7-8-9-10-11-12-13-14-16-19-20(24-19)17-15-18-21(22)23-2/h7-8,10-11,13-14,19-20H,3-6,9,12,15-18H2,1-2H3","Fatty acids","Linear polyketides",NA,"X1228_335.26_3.9_peak","Mature - Young",0.0605488490987763,2.21789410743094
"202","X123_493.8_1.5_peak",123,NA,NA,NA,NA,NA,NA,"X123_493.8_1.5_peak","Mature - Young",0.0774542871667647,2.11095453863635
"203","X1231_355.7_1.2_peak",1231,NA,NA,NA,NA,NA,NA,"X1231_355.7_1.2_peak","Mature - Young",0.42508475840058,1.37152446657179
"204","X1233_397.3_5.3_peak",1233,NA,NA,NA,NA,NA,0.006,"X1233_397.3_5.3_peak","Mature - Young",0.0322237952939771,2.49182331003222
"205","X1234_496.76_2_peak",1234,NA,NA,NA,NA,NA,0.0075,"X1234_496.76_2_peak","Mature - Young",0.0484931371142125,2.3143197196312
"206","X1237_716.55_5.9_peak",1237,NA,NA,NA,"Amino acids and Peptides","Guanidine alkaloids",NA,"X1237_716.55_5.9_peak","Mature - Young",0.274038737653841,1.56218804170452
"207","X1239_311.26_4.1_peak",1239,"null","CCCCCC=CC=CC(CCCCCCCC(=O)O)OC","InChI=1S/C19H34O3/c1-3-4-5-6-7-9-12-15-18(22-2)16-13-10-8-11-14-17-19(20)21/h7,9,12,15,18H,3-6,8,10-11,13-14,16-17H2,1-2H3,(H,20,21)","Fatty acids","Octadecanoids",NA,"X1239_311.26_4.1_peak","Mature - Young",0.0563920278631102,2.24878228785669
"208","X1240_713.37_2.2_peak",1240,NA,NA,NA,NA,NA,NA,"X1240_713.37_2.2_peak","Mature - Young",0.864075240261281,1.06344843922529
"209","X1242_465.73_0.7_peak",1242,NA,NA,NA,NA,NA,NA,"X1242_465.73_0.7_peak","Mature - Young",0.11913711877062,1.92395290715098
"210","X1245_445.9_2_peak",1245,NA,NA,NA,NA,NA,NA,"X1245_445.9_2_peak","Mature - Young",0.671515325862613,1.17294407106435
"211","X1246_518.32_4.2_peak",1246,"1-18:3-lysoPC","CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O","InChI=1S/C26H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h6-7,9-10,12-13,25,28H,5,8,11,14-24H2,1-4H3/p+1","Fatty acids","Glycerophospholipids",NA,"X1246_518.32_4.2_peak","Mature - Young",0.800970010994485,1.09638374396998
"212","X1247_509.7_6.4_peak",1247,NA,NA,NA,NA,NA,NA,"X1247_509.7_6.4_peak","Mature - Young",0.0515435621449931,2.28782557091402
"213","X1248_823.59_2.6_peak",1248,NA,NA,NA,NA,NA,NA,"X1248_823.59_2.6_peak","Mature - Young",0.890488796862987,1.05037153997524
"214","X1249_460.33_3.6_peak",1249,"N-Oleoyl-D-gluconamide","CCCCCCCCC=CCCCCCCCC(=O)NC(=O)C(C(C(C(CO)O)O)O)O","InChI=1S/C24H45NO7/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(28)25-24(32)23(31)22(30)21(29)19(27)18-26/h9-10,19,21-23,26-27,29-31H,2-8,11-18H2,1H3,(H,25,28,32)","Polyketides","Diterpenoids",NA,"X1249_460.33_3.6_peak","Mature - Young",0.461204533970826,1.33610643193061
"215","X125_399.74_1.1_peak",125,NA,NA,NA,NA,NA,NA,"X125_399.74_1.1_peak","Mature - Young",0.270834880142599,1.5672954046916
"216","X1251_392.75_1.8_peak",1251,NA,NA,NA,NA,NA,0.0245,"X1251_392.75_1.8_peak","Mature - Young",0.0356385306191267,2.44808021027939
"217","X1252_433.19_0.7_peak",1252,"2-[[2-[[2-(2-aminopropanoylamino)-4-carboxybutanoyl]amino]-3-methylbutanoyl]amino]butanedioic acid","CC(C)C(C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)N","InChI=1S/C17H28N4O9/c1-7(2)13(16(28)20-10(17(29)30)6-12(24)25)21-15(27)9(4-5-11(22)23)19-14(26)8(3)18/h7-10,13H,4-6,18H2,1-3H3,(H,19,26)(H,20,28)(H,21,27)(H,22,23)(H,24,25)(H,29,30)","Amino acids and Peptides","Small peptides",0.016,"X1252_433.19_0.7_peak","Mature - Young",0.0464227852021281,2.33326880697298
"218","X1253_952.58_5.5_peak",1253,NA,NA,NA,NA,NA,NA,"X1253_952.58_5.5_peak","Mature - Young",0.38458643693411,1.41500603592837
"219","X1257_415.22_0.5_peak",1257,"N-({1-[N-(tert-butoxycarbonyl)alanyl]piperidin-4-yl}carbonyl)glycylglycine","CC(C(=O)N1CCC(CC1)C(=O)NCC(=O)NCC(=O)O)NC(=O)OC(C)(C)C","InChI=1S/C18H30N4O7/c1-11(21-17(28)29-18(2,3)4)16(27)22-7-5-12(6-8-22)15(26)20-9-13(23)19-10-14(24)25/h11-12H,5-10H2,1-4H3,(H,19,23)(H,20,26)(H,21,28)(H,24,25)","Amino acids and Peptides","Small peptides",NA,"X1257_415.22_0.5_peak","Mature - Young",0.0908681055092451,2.04158852637092
"220","X1263_772.61_7.1_peak",1263,"null","CC1=C([C](C(=CC1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)O)C","InChI=1S/C53H81O2/c1-40(2)21-13-22-41(3)23-14-24-42(4)25-15-26-43(5)27-16-28-44(6)29-17-30-45(7)31-18-32-46(8)33-19-34-47(9)35-20-36-48(10)37-38-51-39-52(54)49(11)50(12)53(51)55/h21,23,25,27,29,31,33,35,37,39,55H,13-20,22,24,26,28,30,32,34,36,38H2,1-12H3","Terpenoids","Carotenoids (C50)",NA,"X1263_772.61_7.1_peak","Mature - Young",0.322564343389402,1.49138364167454
"221","X1264_460.25_1.3_peak",1264,NA,NA,NA,NA,NA,NA,"X1264_460.25_1.3_peak","Mature - Young",0.76021104686245,1.11906582381928
"222","X1265_212.13_1_peak",1265,NA,NA,NA,NA,NA,NA,"X1265_212.13_1_peak","Mature - Young",0.175979184787396,1.75453869847326
"223","X1266_604.33_2.2_peak",1266,"null","CC(C)CC1C(=O)OC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NCC(=O)N1)CC2=CC=C(C=C2)O)C(C)C)CC(C)C","InChI=1S/C30H45N5O8/c1-16(2)11-22-30(42)43-23(12-17(3)4)28(40)32-15-25(38)35-26(18(5)6)29(41)34-21(27(39)31-14-24(37)33-22)13-19-7-9-20(36)10-8-19/h7-10,16-18,21-23,26,36H,11-15H2,1-6H3,(H,31,39)(H,32,40)(H,33,37)(H,34,41)(H,35,38)","Amino acids and Peptides","Oligopeptides",NA,"X1266_604.33_2.2_peak","Mature - Young",0.829936924915304,1.08095491268675
"224","X1267_471.37_6.2_peak",1267,NA,NA,NA,NA,NA,NA,"X1267_471.37_6.2_peak","Mature - Young",0.112776507674202,1.94778135824302
"225","X1269_860.67_7.1_peak",1269,NA,NA,NA,"Amino acids and Peptides","Oligopeptides",NA,"X1269_860.67_7.1_peak","Mature - Young",0.42669040436561,1.36988712366969
"226","X127_370.74_1.1_peak",127,NA,NA,NA,NA,NA,NA,"X127_370.74_1.1_peak","Mature - Young",0.920771542831139,1.03584811138346
"227","X1270_703.51_6.9_peak",1270,NA,NA,NA,NA,NA,NA,"X1270_703.51_6.9_peak","Mature - Young",0.10111831787099,1.99517016360108
"228","X1272_651.44_2.2_peak",1272,"L-Norleucinamide, N-acetyl-L-phenylalanyl-N-(4-((butylamino)carbonyl)-1-(cyclohexylmethyl)-2-hydroxy-5-methylhexyl)-, (1S-(1R*,2R*,4R*))-","CCCCC(C(=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C)NC(CC2CCCCC2)C(CC(C(C)C)C(=O)NCCCC)O","InChI=1S/C36H60N4O5/c1-6-8-20-30(35(44)40-36(45)32(38-26(5)41)23-28-18-14-11-15-19-28)39-31(22-27-16-12-10-13-17-27)33(42)24-29(25(3)4)34(43)37-21-9-7-2/h11,14-15,18-19,25,27,29-33,39,42H,6-10,12-13,16-17,20-24H2,1-5H3,(H,37,43)(H,38,41)(H,40,44,45)","Amino acids and Peptides","Oligopeptides",NA,"X1272_651.44_2.2_peak","Mature - Young",0.111426334787692,1.95301215475171
"229","X1277_517.37_5.3_peak",1277,NA,NA,NA,NA,NA,NA,"X1277_517.37_5.3_peak","Mature - Young",0.0726570249950362,2.13872238867384
"230","X1279_284.17_0.6_peak",1279,"Ambcb5181963","CC1=CC=C(C=C1)S(=O)(=O)N(CC(C)C)CC(C)C","InChI=1S/C15H25NO2S/c1-12(2)10-16(11-13(3)4)19(17,18)15-8-6-14(5)7-9-15/h6-9,12-13H,10-11H2,1-5H3","Alkaloids","Pseudoalkaloids",NA,"X1279_284.17_0.6_peak","Mature - Young",0.595010280505795,1.2254755305263
"231","X128_293.25_6.4_peak",128,"Bollex","CCCCC=CC=CC=CCCCCCCCC(=O)OC","InChI=1S/C19H32O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h6-11H,3-5,12-18H2,1-2H3","Fatty acids","Fatty esters",NA,"X128_293.25_6.4_peak","Mature - Young",0.698091968537567,1.15608735846959
"232","X1280_833.48_1.7_peak",1280,NA,NA,NA,NA,NA,NA,"X1280_833.48_1.7_peak","Mature - Young",0.964326941930991,1.01577569949543
"233","X1281_478.35_5_peak",1281,NA,NA,NA,NA,NA,NA,"X1281_478.35_5_peak","Mature - Young",0.098914018337131,2.00474215476246
"234","X1283_364.72_2.3_peak",1283,NA,NA,NA,NA,NA,NA,"X1283_364.72_2.3_peak","Mature - Young",0.0510295138848981,2.29217856880498
"235","X1286_568.4_6.3_peak",1286,NA,NA,NA,NA,NA,0.015,"X1286_568.4_6.3_peak","Mature - Young",0.0334054310683475,2.47618291967748
"236","X1287_301.25_4_peak",1287,"Perselin","CC12CCC3C(C1CCC2(CC=C)O)CCC4=CCCCC34","InChI=1S/C21H32O/c1-3-12-21(22)14-11-19-18-9-8-15-6-4-5-7-16(15)17(18)10-13-20(19,21)2/h3,6,16-19,22H,1,4-5,7-14H2,2H3","Terpenoids","Steroids",NA,"X1287_301.25_4_peak","Mature - Young",0.133879373584019,1.8732863283552
"237","X1289_441.31_5.7_peak",1289,"null","CC1C(CCC2(C1C(C(CC2)C(C)C(=O)N3CCCCC3)O)C)NC(=O)C4=CC=CC=C4","InChI=1S/C27H40N2O3/c1-18(26(32)29-16-8-5-9-17-29)21-12-14-27(3)15-13-22(19(2)23(27)24(21)30)28-25(31)20-10-6-4-7-11-20/h4,6-7,10-11,18-19,21-24,30H,5,8-9,12-17H2,1-3H3,(H,28,31)","Terpenoids","Small peptides",NA,"X1289_441.31_5.7_peak","Mature - Young",0.0736134935411814,2.13304257107892
"238","X129_445.24_2.1_peak",129,NA,NA,NA,NA,NA,NA,"X129_445.24_2.1_peak","Mature - Young",0.616683049681544,1.20993798854619
"239","X1290_728.59_7.1_peak",1290,NA,NA,NA,"Amino acids and Peptides","Oligopeptides",NA,"X1290_728.59_7.1_peak","Mature - Young",0.516102595502904,1.28726395683829
"240","X1292_617.37_1.9_peak",1292,"(2S)-1-[(2S)-1-[(2S)-4-methyl-2-[[(2S)-1-[(2S)-1-[(2S)-pyrrolidine-2-carbonyl]pyrrolidine-2-carbonyl]pyrrolidine-2-carbonyl]amino]pentanoyl]pyrrolidine-2-carbonyl]pyrrolidine-2-carboxylic acid","CC(C)CC(C(=O)N1CCCC1C(=O)N2CCCC2C(=O)O)NC(=O)C3CCCN3C(=O)C4CCCN4C(=O)C5CCCN5","InChI=1S/C31H48N6O7/c1-19(2)18-21(28(40)36-16-6-11-24(36)30(42)37-17-7-12-25(37)31(43)44)33-26(38)22-9-4-14-34(22)29(41)23-10-5-15-35(23)27(39)20-8-3-13-32-20/h19-25,32H,3-18H2,1-2H3,(H,33,38)(H,43,44)","Amino acids and Peptides","Oligopeptides",NA,NA,NA,NA,NA
"241","X1294_468.42_6.2_peak",1294,NA,NA,NA,"Terpenoids","Triterpenoids",NA,"X1294_468.42_6.2_peak","Mature - Young",0.306205574110288,1.51398690774845
"242","X1295_871.53_2.2_peak",1295,NA,NA,NA,NA,NA,NA,"X1295_871.53_2.2_peak","Mature - Young",0.398407281283471,1.39967273301858
"243","X1296_522.24_1.6_peak",1296,"1-[(3S,3aR,6S,6aR)-6-[5-(3-morpholin-4-ylphenoxy)tetrazol-1-yl]-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-3-yl]-3-cyclohexylurea","C1CCC(CC1)NC(=O)NC2COC3C2OCC3N4C(=NN=N4)OC5=CC=CC(=C5)N6CCOCC6","InChI=1S/C24H33N7O5/c32-23(25-16-5-2-1-3-6-16)26-19-14-34-22-20(15-35-21(19)22)31-24(27-28-29-31)36-18-8-4-7-17(13-18)30-9-11-33-12-10-30/h4,7-8,13,16,19-22H,1-3,5-6,9-12,14-15H2,(H2,25,26,32)","Amino acids and Peptides","Small peptides",NA,"X1296_522.24_1.6_peak","Mature - Young",0.950948835231281,1.02184284917666
"244","X1299_769.55_6.9_peak",1299,NA,NA,NA,NA,NA,0,"X1299_769.55_6.9_peak","Mature - Young",0.0361610169484343,2.44175936445544
"245","X13_432.24_3.8_peak",13,"6-[[2-(3-hexyl-4-methyl-2-oxochromen-7-yl)oxyacetyl]amino]hexanoate","CCCCCCC1=C(C2=C(C=C(C=C2)OCC(=O)NCCCCCC(=O)O)OC1=O)C","InChI=1S/C24H33NO6/c1-3-4-5-7-10-20-17(2)19-13-12-18(15-21(19)31-24(20)29)30-16-22(26)25-14-9-6-8-11-23(27)28/h12-13,15H,3-11,14,16H2,1-2H3,(H,25,26)(H,27,28)","Alkaloids","Linear polyketides",NA,"X13_432.24_3.8_peak","Mature - Young",0.202751476025521,1.69303597545266
"246","X1301_463.72_2_peak",1301,NA,NA,NA,NA,NA,NA,"X1301_463.72_2_peak","Mature - Young",0.795105409190138,1.09957529197876
"247","X1302_417.27_1.5_peak",1302,"L-alanyl-L-leucyl-L-leucyl-L-threonine","CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)O)NC(=O)C(C)N","InChI=1S/C19H36N4O6/c1-9(2)7-13(21-16(25)11(5)20)17(26)22-14(8-10(3)4)18(27)23-15(12(6)24)19(28)29/h9-15,24H,7-8,20H2,1-6H3,(H,21,25)(H,22,26)(H,23,27)(H,28,29)","Amino acids and Peptides","Small peptides",NA,"X1302_417.27_1.5_peak","Mature - Young",0.391251258114335,1.40754425291838
"248","X1303_548.3_5.4_peak",1303,NA,NA,NA,NA,NA,NA,"X1303_548.3_5.4_peak","Mature - Young",0.453303439245606,1.34361098590553
"249","X1304_550.47_6.8_peak",1304,NA,NA,NA,"Fatty acids","Sphingolipids",NA,"X1304_550.47_6.8_peak","Mature - Young",0.144555787249734,1.8399645167895
"250","X1307_284.29_6.4_peak",1307,"N-hexyldodecanamide","CCCCCCCCCCCC(=O)NCCCCCC","InChI=1S/C18H37NO/c1-3-5-7-9-10-11-12-13-14-16-18(20)19-17-15-8-6-4-2/h3-17H2,1-2H3,(H,19,20)","Fatty acids","Fatty amides",NA,"X1307_284.29_6.4_peak","Mature - Young",0.818924759199873,1.08675599831942
