"smiles_sirius","InChIkey2D_sirius","rank_sirius","formulaRank_sirius","#adducts_sirius","#predictedFPs_sirius","ConfidenceScore_sirius","CSI:FingerIDScore_sirius","ZodiacScore_sirius","SiriusScore_sirius","molecularFormula_sirius","adduct_sirius","InChI_sirius","name_sirius","xlogp_sirius","pubchemids_sirius","links_sirius","dbflags_sirius","ionMass_sirius","retentionTimeInSeconds_sirius","id_sirius","feature_id","chebiid.x","chebiasciiname.x","searchscore.x","entitystar.x","chebiid.y","chebiasciiname.y","searchscore.y","entitystar.y"
"C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O","UHDGCWIWMRVCDJ",64,1,1,1,"0.9175175126340872",-1.49714883602709,1,22.8197072622152,"C9H13N3O5","[M + Na]+","InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)","cytidine",-2.17537189,"596;6175;6253;114682;638040;122948;160696;1265901;3013211;453552;5702244;5246479;6551012;6476646;6479885;6480064;6603781;10586353;6713582;12153975;12358851;10944747;11032279;11791524;11311100;11425092;16760387;16212026;21725490;21868284;23277867;25085165;24729357;24848249;45109772;44264135;44307610;44356841;46705294;49849608;54353063;57369276;60138999;58519508;57764456;57807005;59713247;58899188;59476533;58460874;66800112;68199635;69371707;71230474;71315149;70994952;90089493;91142034;89495334;90472732;91278098;101008162;101638449;100935585;102601364;102602088;117732781;121596077;121486971;121487027;121487034;121487038;123214154;123837539;122468509;129849649;139591931;139025111;139025281;139267828;139267847;139267848","HMDB:(89 15122);SuperNatural:(SN00003318 SN00001951 SN00006318 SN00236209 SN00003476 SN00235277 SN00313106);ZINC bio:(ZINC01078621 ZINC02583632 ZINC03795098 ZINC03830623 ZINC03830624 ZINC03830625 ZINC03830626 ZINC03978018 ZINC12336757);additional;HSDB:(147-94-4);MeSH:(596 6175 6253 114682 160696 12358851);Plantcyc:(CYTIDINE);PubMed;NORMAN:(NS00005949);COCONUT:(CNP0203298);KNApSAcK:(42440);Natural Products:(UNPD98164 UNPD104015 UNPD113506 UNPD31843 UNPD35065);PubChem:(596 6175 6253 114682 638040 122948 160696 1265901 3013211 453552 5702244 5246479 6551012 6476646 6479885 6480064 6603781 10586353 6713582 12153975 12358851 10944747 11032279 11791524 11311100 11425092 16760387 16212026 21725490 21868284 23277867 25085165 24729357 24848249 45109772 44264135 44307610 44356841 46705294 49849608 54353063 57369276 60138999 58519508 57764456 57807005 59713247 58899188 59476533 58460874 66800112 68199635 69371707 71230474 71315149 70994952 90089493 91142034 89495334 90472732 91278098 101008162 101638449 100935585 102601364 102602088 117732781 121596077 121486971 121487027 121487034 121487038 123214154 123837539 122468509 129849649 139591931 139025111 139025281 139267828 139267847 139267848);CHEBI:(28680 17562);PubChem class - bio and metabolites;KEGG:(C02961 C00475);PubChem class - safety and toxic;YMDB:(51);Training Set;PubChem class - drug;Biocyc:(CPD-15099 CYTIDINE SMA-0000271)",121629566,266.074798583984,269.606298,"132_mapp_batch_00026_sirius_205",205,"CHEBI:17562","cytidine","0.05","3",NA,NA,NA,NA
"C1=CN(C(=O)N=C1N)C2C3C(O3)C(O2)CO","WIPSIZKSUXRXHP",244,1,1,1,"0.6084807133910397",-66.3058314547099,1,44.5296783245063,"C9H11N3O4","[M + H]+","InChI=1S/C9H11N3O4/c10-5-1-2-12(9(14)11-5)8-7-6(16-7)4(3-13)15-8/h1-2,4,6-8,13H,3H2,(H2,10,11,14)","Cytosine analog",-2.20000005,"65395;451444;12795778;23624144;44283402","MeSH:(65395);PubChem:(65395 451444 12795778 23624144 44283402);PubMed",70,226.08235168457,205.144584,"1837_mapp_batch_00026_sirius_2258",2258,NA,NA,NA,NA,NA,NA,NA,NA
"C1=CN(C=N1)CC(CO)O","RHLDLEHHTWLRFG",38,1,1,1,"0.9503899498833934",-45.0469865184675,1,38.8155193660574,"C6H10N2O2","[M + H]+","InChI=1S/C6H10N2O2/c9-4-6(10)3-8-2-1-7-5-8/h1-2,5-6,9-10H,3-4H2","3-imidazol-1-ylpropane-1,2-diol",-1.39999998,"3015713;18606123;70556044;129846513","PubChem:(3015713 18606123 70556044 129846513);NORMAN:(NS00054772)",262146,143.081558227539,294.30291,"102_mapp_batch_00026_sirius_2840",2840,NA,NA,NA,NA,NA,NA,NA,NA
"C1=CN=C(C2=C1N(C=N2)CCCN)N","NRSKJKCVGSWXMC",1260,1,1,1,"0.043760619402876136",-164.776680098685,1,32.7753696051158,"C9H13N5","[M + H]+","InChI=1S/C9H13N5/c10-3-1-5-14-6-13-8-7(14)2-4-12-9(8)11/h2,4,6H,1,3,5,10H2,(H2,11,12)","1-(3-aminopropyl)imidazo[4,5-c]pyridin-4-amine",-0.600000024,"2755733;7057690;7057691","COCONUT:(CNP0236769);PubChem:(2755733 7057690 7057691);SuperNatural:(SN00134871);ZINC bio:(ZINC24718499)",3153922,192.124496459961,262.136712,"506_mapp_batch_00026_sirius_4245",4245,NA,NA,NA,NA,NA,NA,NA,NA
"C1=CN=CC(=O)N1","HUTNOYOBQPAKIA",492,1,1,1,"0.3620909244465956",-74.635887381787,1,12.0893508807917,"C4H4N2O","[M + H]+","InChI=1S/C4H4N2O/c7-4-3-5-1-2-6-4/h1-3H,(H,6,7)","Pyrazinol",-0.38677755,"72758;1201422;76974072;101539840","NORMAN:(NS00043945);COCONUT:(CNP0318297);Natural Products:(UNPD76823);PubChem:(72758 1201422 76974072 101539840);ZINC bio:(ZINC14684052);EcoCyc Mine;MeSH:(72758);PubChem class - safety and toxic;PubMed;KEGG Mine",25839312966,97.0400695800781,55.0781592,"962_mapp_batch_00026_sirius_3899",3899,NA,NA,NA,NA,NA,NA,NA,NA
"C1=CNC(=O)NC1=O","ISAKRJDGNUQOIC",56,1,1,1,"0.9248930054746791",-6.58965901579467,1,23.4924521544668,"C4H4N2O2","[M + H]+","InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)","Hybar X",-0.829430223,"1174;165414;6451479;12212751;12212752;12212755;10975456;11083870;10171240;11137134;11251987;20079977;16212029;16217569;21766164;21820682;23278348;25178219;53932415;58931967;76973003;89872844;91427995;101129199;101160899;101160901;102378177;101993523;102601786;124202703;129771708","HMDB:(300);SuperNatural:(SN00225949);ZINC bio:(ZINC00895045);additional;MeSH:(1174);Plantcyc:(URACIL);PubMed;NORMAN:(NS00002070);COCONUT:(CNP0279729 CNP0289236);KNApSAcK:(1513);Natural Products:(UNPD158468);PubChem:(1174 165414 6451479 12212751 12212752 12212755 10975456 11083870 10171240 11137134 11251987 20079977 16212029 16217569 21766164 21820682 23278348 25178219 53932415 58931967 76973003 89872844 91427995 101129199 101160899 101160901 102378177 101993523 102601786 124202703 129771708);CHEBI:(17568);PubChem class - bio and metabolites;KEGG:(C00106);PubChem class - safety and toxic;YMDB:(98);Training Set;PubChem class - drug;Biocyc:(URACIL)",121629054,113.034900665283,117.655872,"1754_mapp_batch_00026_sirius_897",897,"CHEBI:17568","uracil","0.07","3","CHEBI:17568","uracil","3.46","3"
"C1=CNC(=O)NC1=O","ISAKRJDGNUQOIC",73,1,1,1,"0.8988077973996679",-10.3919286868795,1,27.1058218490012,"C4H4N2O2","[M + H]+","InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)","Hybar X",-0.829430223,"1174;165414;6451479;12212751;12212752;12212755;10975456;11083870;10171240;11137134;11251987;20079977;16212029;16217569;21766164;21820682;23278348;25178219;53932415;58931967;76973003;89872844;91427995;101129199;101160899;101160901;102378177;101993523;102601786;124202703;129771708","HMDB:(300);SuperNatural:(SN00225949);ZINC bio:(ZINC00895045);additional;MeSH:(1174);Plantcyc:(URACIL);PubMed;NORMAN:(NS00002070);COCONUT:(CNP0279729 CNP0289236);KNApSAcK:(1513);Natural Products:(UNPD158468);PubChem:(1174 165414 6451479 12212751 12212752 12212755 10975456 11083870 10171240 11137134 11251987 20079977 16212029 16217569 21766164 21820682 23278348 25178219 53932415 58931967 76973003 89872844 91427995 101129199 101160899 101160901 102378177 101993523 102601786 124202703 129771708);CHEBI:(17568);PubChem class - bio and metabolites;KEGG:(C00106);PubChem class - safety and toxic;YMDB:(98);Training Set;PubChem class - drug;Biocyc:(URACIL)",121629054,113.034912109375,173.584638,"1102_mapp_batch_00026_sirius_850",850,"CHEBI:17568","uracil","0.07","3","CHEBI:17568","uracil","3.46","3"
"C1=COC(=N1)CCl","NAOPGVBLRHCPHI",1187,1,1,1,"0.06598438121105472",-208.219495690126,0.520100502512563,3.197972492563,"C4H4ClNO","[M + Na]+","InChI=1S/C4H4ClNO/c5-3-4-6-1-2-7-4/h1-2H,3H2","2-Chloromethyloxazole",0.800000012,"21957543","PubChem:(21957543);PubChem class - safety and toxic",67108866,139.987983703613,320.179614,"75_mapp_batch_00026_sirius_2116",2116,NA,NA,NA,NA,NA,NA,NA,NA
"C1=NC(=C(N1C2C(C(C(O2)CO)O)O)N)C(=O)N","RTRQQBHATOEIAF",267,1,1,1,"0.5586770377424943",-6.16777158683806,1,68.437504603329,"C9H14N4O5","[M + H]+","InChI=1S/C9H14N4O5/c10-7-4(8(11)17)12-2-13(7)9-6(16)5(15)3(1-14)18-9/h2-3,5-6,9,14-16H,1,10H2,(H2,11,17)","Acadesina",-2.20000005,"17513;266934;12043212;12436688;12436690;10988942;16667722;42066955;42066956;40495821;46780289;52944342;51407868;51407869;54285342;53298813;60084721;71719737;71313279;134694950;134891693;139026028;137965497","HMDB:(62179);SuperNatural:(SN00003479 SN00027295 SN00328642 SN00321450);ZINC bio:(ZINC03798074 ZINC04877289 ZINC04877291 ZINC04877292 ZINC04877294 ZINC11616871 ZINC11616872 ZINC13547762 ZINC26252414);additional;MeSH:(17513 266934 46780289 53298813 134694950);PubMed;NORMAN:(NS00014782);COCONUT:(CNP0104757);Natural Products:(UNPD3156 UNPD126948 UNPD47996);PubChem:(17513 266934 12043212 12436688 12436690 10988942 16667722 42066955 42066956 40495821 46780289 52944342 51407868 51407869 54285342 53298813 60084721 71719737 71313279 134694950 134891693 139026028 137965497);YMDB Mine;CHEBI:(93920 28498 125449);PubChem class - bio and metabolites;KEGG:(C04663);PubChem class - safety and toxic;Training Set;PubChem class - drug",34481168750,259.103637695312,232.410774,"64_mapp_batch_00026_sirius_2893",2893,"CHEBI:28498","acadesine","0.05","3","CHEBI:125449","5-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-4-imidazolecarboxamide","2.41","2"
"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N","OIRDTQYFTABQOQ",189,1,1,1,"0.6900416048417296",-1.48360669547556,1,14.4659202024988,"C10H13N5O4","[M + H]+","InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)","Adenocor",-1.8441714,"191;21704;60961;96368;102198;638036;644174;160739;171798;447270;447916;448374;448378;450776;453548;466397;5702004;7000182;7040251;7048607;5232242;6420052;6552084;6560357;10539954;10611929;6713976;10754484;10778501;12358319;12358320;12358321;12358322;12358325;12358335;10890867;10923602;10924111;10945502;10978491;11032861;11097670;11129405;11807674;10492175;21580289;21603567;22816614;22864552;23279550;23424823;24031035;24773269;42626774;44400560;54152452;54732806;53346513;53384930;57483912;57636736;59099798;58922336;59460532;59848323;69866322;71738110;71776184;71056489;70889269;71313037;89954368;101001971;100935583;100958904;101917632;101944188;101944189;118082104;122654941;121484514;121486812;123570113;123223819;129712279;134613125;131883911;131883912;135537873;134972038;136735805;136823423;139025871","HMDB:(50 14340);SuperNatural:(SN00001939 SN00275756 SN00383379 SN00155863 SN00002819 SN00369880);ZINC bio:(ZINC00970363 ZINC02047403 ZINC02169830 ZINC03201876 ZINC03201878 ZINC03830178 ZINC03830179 ZINC03978047 ZINC03978049 ZINC04048240 ZINC08580514);additional;HSDB:(5536-17-4 58-61-7);MeSH:(21704 60961 96368 102198 160739 447916);Plantcyc:(ADENOSINE);PubMed;NORMAN:(NS00010570);COCONUT:(CNP0009405 CNP0216822);KNApSAcK:(7444);Natural Products:(UNPD39215 UNPD128026 UNPD50018 UNPD145255 UNPD166075);PubChem:(191 21704 60961 96368 102198 638036 644174 160739 171798 447270 447916 448374 448378 450776 453548 466397 5702004 7000182 7040251 7048607 5232242 6420052 6552084 6560357 10539954 10611929 6713976 10754484 10778501 12358319 12358320 12358321 12358322 12358325 12358335 10890867 10923602 10924111 10945502 10978491 11032861 11097670 11129405 11807674 10492175 21580289 21603567 22816614 22864552 23279550 23424823 24031035 24773269 42626774 44400560 54152452 54732806 53346513 53384930 57483912 57636736 59099798 58922336 59460532 59848323 69866322 71738110 71776184 71056489 70889269 71313037 89954368 101001971 100935583 100958904 101917632 101944188 101944189 118082104 122654941 121484514 121486812 123570113 123223819 129712279 134613125 131883911 131883912 135537873 134972038 136735805 136823423 139025871);CHEBI:(95180 45327 140569 46515 93913 16335);PubChem class - bio and metabolites;KEGG:(C00212);PubChem class - safety and toxic;YMDB:(58);Training Set;PubChem class - drug;Biocyc:(SMA-0000369 CPD-13918 ADENOSINE)",121629566,268.104095458984,164.611038,"399_mapp_batch_00026_sirius_483",483,"CHEBI:16335","adenosine","0.05","3","CHEBI:93913","2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol","2.32","2"
"C1=NC(=C2C(=N1)N(C=N2)C3C4C(O4)C(O3)CO)N","RANSNKOSWWZYEJ",322,1,1,1,"0.49880869589188853",-75.5807343472094,1,22.5559719845231,"C10H11N5O3","[M + H]+","InChI=1S/C10H11N5O3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7-6(18-7)4(1-16)17-10/h2-4,6-7,10,16H,1H2,(H2,11,12,13)","2'',3''-EpoxyA",-1.22562492,"72252;253777;451877;10610657;13749346;57223389;57227770;56846456;58834031;92236249;92236250;89370998;98288871;98288872","MeSH:(72252);PubChem:(72252 253777 451877 10610657 13749346 57223389 57227770 56846456 58834031 92236249 92236250 89370998 98288871 98288872);PubMed",70,250.093688964844,99.603918,"799_mapp_batch_00026_sirius_3641",3641,NA,NA,NA,NA,NA,NA,NA,NA
"C1=NC(=C2C(=N1)N(C=N2)C3C4C(O4)C(O3)CO)N","RANSNKOSWWZYEJ",338,1,1,1,"0.4843218489797894",-86.003257382365,1,19.772546212759,"C10H11N5O3","[M + H]+","InChI=1S/C10H11N5O3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7-6(18-7)4(1-16)17-10/h2-4,6-7,10,16H,1H2,(H2,11,12,13)","2'',3''-EpoxyA",-1.22562492,"72252;253777;451877;10610657;13749346;57223389;57227770;56846456;58834031;92236249;92236250;89370998;98288871;98288872","MeSH:(72252);PubChem:(72252 253777 451877 10610657 13749346 57223389 57227770 56846456 58834031 92236249 92236250 89370998 98288871 98288872);PubMed",70,250.093704223633,101.899278,"691_mapp_batch_00026_sirius_3638",3638,NA,NA,NA,NA,NA,NA,NA,NA
"C1=NC(=NC(=N1)N)N","VZXTWGWHSMCWGA",369,1,1,1,"0.4583011607825882",-37.4284625223351,1,13.5574555008934,"C3H5N5","[M + H]+","InChI=1S/C3H5N5/c4-2-6-1-7-3(5)8-2/h1H,(H4,4,5,6,7,8)","Guanamine",-0.699999988,"10435;16213885","NORMAN:(NS00032058);PubChem:(10435 16213885);CHEBI:(38071);PubChem class - bio and metabolites;MeSH:(10435);PubChem class - safety and toxic;PubMed",84148326,112.062038421631,102.357636,"1739_mapp_batch_00026_sirius_1846",1846,"CHEBI:38071","1,3,5-triazine-2,4-diamine","0.07","3","CHEBI:38071","1,3,5-triazine-2,4-diamine","3.55","3"
"C1=NC2=C(N1)C(=O)N=CN2","FDGQSTZJBFJUBT",414,1,1,1,"0.4228853418443229",-26.1431309310135,1,15.1582756607328,"C5H4N4O","[M + H]+","InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)","Sarcine",-0.230433688,"790;4400106;57636748;102431306;102495639;135507760;135546991;136016207;136069790;136636086;136648540;136662831;135948648;136242401;136242402;137185169;135398638;135407690;135437272;135450926;135480515;136913050;136913051;135492974;136960302;136961200;136961201;136961202","HMDB:(157);SuperNatural:(SN00024300);ZINC bio:(ZINC18153302);additional;MeSH:(135398638);Plantcyc:(HYPOXANTHINE);PubMed;NORMAN:(NS00010150);COCONUT:(CNP0229561 CNP0375307);KNApSAcK:(1502);Natural Products:(UNPD77089);PubChem:(790 4400106 57636748 102431306 102495639 135507760 135546991 136016207 136069790 136636086 136648540 136662831 135948648 136242401 136242402 137185169 135398638 135407690 135437272 135450926 135480515 136913050 136913051 135492974 136960302 136961200 136961201 136961202);CHEBI:(17368);PubChem class - bio and metabolites;KEGG:(C00262);PubChem class - safety and toxic;YMDB:(555);Training Set;PubChem class - drug;Biocyc:(SMA-0000646 SMA-0000313 HYPOXANTHINE)",121629054,137.045745849609,239.39667,"1792_mapp_batch_00026_sirius_2614",2614,"CHEBI:17368","hypoxanthine","0.07","3","CHEBI:17368","hypoxanthine","3.55","3"
"C1=NC2=C(N1)C(=O)N=CN2","FDGQSTZJBFJUBT",282,1,1,1,"0.5433756224685394",-25.6646805955132,1,23.9048745638582,"C5H4N4O","[M + H]+","InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)","Sarcine",-0.230433688,"790;4400106;57636748;102431306;102495639;135507760;135546991;136016207;136069790;136636086;136648540;136662831;135948648;136242401;136242402;137185169;135398638;135407690;135437272;135450926;135480515;136913050;136913051;135492974;136960302;136961200;136961201;136961202","HMDB:(157);SuperNatural:(SN00024300);ZINC bio:(ZINC18153302);additional;MeSH:(135398638);Plantcyc:(HYPOXANTHINE);PubMed;NORMAN:(NS00010150);COCONUT:(CNP0229561 CNP0375307);KNApSAcK:(1502);Natural Products:(UNPD77089);PubChem:(790 4400106 57636748 102431306 102495639 135507760 135546991 136016207 136069790 136636086 136648540 136662831 135948648 136242401 136242402 137185169 135398638 135407690 135437272 135450926 135480515 136913050 136913051 135492974 136960302 136961200 136961201 136961202);CHEBI:(17368);PubChem class - bio and metabolites;KEGG:(C00262);PubChem class - safety and toxic;YMDB:(555);Training Set;PubChem class - drug;Biocyc:(SMA-0000646 SMA-0000313 HYPOXANTHINE)",121629054,137.045867919922,174.02517,"100_mapp_batch_00026_sirius_2750",2750,"CHEBI:17368","hypoxanthine","0.07","3","CHEBI:17368","hypoxanthine","3.55","3"
"C1=NC2=C(N1)C(=O)N=CN2","FDGQSTZJBFJUBT",288,1,1,1,"0.5376284897611222",-25.9490639186024,1,23.9017038258193,"C5H4N4O","[M + H]+","InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)","Sarcine",-0.230433688,"790;4400106;57636748;102431306;102495639;135507760;135546991;136016207;136069790;136636086;136648540;136662831;135948648;136242401;136242402;137185169;135398638;135407690;135437272;135450926;135480515;136913050;136913051;135492974;136960302;136961200;136961201;136961202","HMDB:(157);SuperNatural:(SN00024300);ZINC bio:(ZINC18153302);additional;MeSH:(135398638);Plantcyc:(HYPOXANTHINE);PubMed;NORMAN:(NS00010150);COCONUT:(CNP0229561 CNP0375307);KNApSAcK:(1502);Natural Products:(UNPD77089);PubChem:(790 4400106 57636748 102431306 102495639 135507760 135546991 136016207 136069790 136636086 136648540 136662831 135948648 136242401 136242402 137185169 135398638 135407690 135437272 135450926 135480515 136913050 136913051 135492974 136960302 136961200 136961201 136961202);CHEBI:(17368);PubChem class - bio and metabolites;KEGG:(C00262);PubChem class - safety and toxic;YMDB:(555);Training Set;PubChem class - drug;Biocyc:(SMA-0000646 SMA-0000313 HYPOXANTHINE)",121629054,137.045860290527,174.94416,"77_mapp_batch_00026_sirius_2749",2749,"CHEBI:17368","hypoxanthine","0.07","3","CHEBI:17368","hypoxanthine","3.55","3"
"C1=NC2=C(N1)C(=O)N=CN2","FDGQSTZJBFJUBT",462,1,1,1,"0.3886283802574372",-27.1153321558214,1,15.0000227245491,"C5H4N4O","[M + H]+","InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)","Sarcine",-0.230433688,"790;4400106;57636748;102431306;102495639;135507760;135546991;136016207;136069790;136636086;136648540;136662831;135948648;136242401;136242402;137185169;135398638;135407690;135437272;135450926;135480515;136913050;136913051;135492974;136960302;136961200;136961201;136961202","HMDB:(157);SuperNatural:(SN00024300);ZINC bio:(ZINC18153302);additional;MeSH:(135398638);Plantcyc:(HYPOXANTHINE);PubMed;NORMAN:(NS00010150);COCONUT:(CNP0229561 CNP0375307);KNApSAcK:(1502);Natural Products:(UNPD77089);PubChem:(790 4400106 57636748 102431306 102495639 135507760 135546991 136016207 136069790 136636086 136648540 136662831 135948648 136242401 136242402 137185169 135398638 135407690 135437272 135450926 135480515 136913050 136913051 135492974 136960302 136961200 136961201 136961202);CHEBI:(17368);PubChem class - bio and metabolites;KEGG:(C00262);PubChem class - safety and toxic;YMDB:(555);Training Set;PubChem class - drug;Biocyc:(SMA-0000646 SMA-0000313 HYPOXANTHINE)",121629054,137.045837402344,197.501382,"128_mapp_batch_00026_sirius_1541",1541,"CHEBI:17368","hypoxanthine","0.07","3","CHEBI:17368","hypoxanthine","3.55","3"
"C1=NC2=C(N1)C(=O)N=CN2","FDGQSTZJBFJUBT",364,1,1,1,"0.4611423044932857",-25.5691873583332,1,17.8847465034318,"C5H4N4O","[M + H]+","InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)","Sarcine",-0.230433688,"790;4400106;57636748;102431306;102495639;135507760;135546991;136016207;136069790;136636086;136648540;136662831;135948648;136242401;136242402;137185169;135398638;135407690;135437272;135450926;135480515;136913050;136913051;135492974;136960302;136961200;136961201;136961202","HMDB:(157);SuperNatural:(SN00024300);ZINC bio:(ZINC18153302);additional;MeSH:(135398638);Plantcyc:(HYPOXANTHINE);PubMed;NORMAN:(NS00010150);COCONUT:(CNP0229561 CNP0375307);KNApSAcK:(1502);Natural Products:(UNPD77089);PubChem:(790 4400106 57636748 102431306 102495639 135507760 135546991 136016207 136069790 136636086 136648540 136662831 135948648 136242401 136242402 137185169 135398638 135407690 135437272 135450926 135480515 136913050 136913051 135492974 136960302 136961200 136961201 136961202);CHEBI:(17368);PubChem class - bio and metabolites;KEGG:(C00262);PubChem class - safety and toxic;YMDB:(555);Training Set;PubChem class - drug;Biocyc:(SMA-0000646 SMA-0000313 HYPOXANTHINE)",121629054,137.04581451416,235.920378,"935_mapp_batch_00026_sirius_1719",1719,"CHEBI:17368","hypoxanthine","0.07","3","CHEBI:17368","hypoxanthine","3.55","3"
"C1=NC2=C(N1)C(=O)N=CN2","FDGQSTZJBFJUBT",584,1,1,1,"0.31120761766286564",-37.3255007079463,1,19.7288225058211,"C5H4N4O","[M + H]+","InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)","Sarcine",-0.230433688,"790;4400106;57636748;102431306;102495639;135507760;135546991;136016207;136069790;136636086;136648540;136662831;135948648;136242401;136242402;137185169;135398638;135407690;135437272;135450926;135480515;136913050;136913051;135492974;136960302;136961200;136961201;136961202","HMDB:(157);SuperNatural:(SN00024300);ZINC bio:(ZINC18153302);additional;MeSH:(135398638);Plantcyc:(HYPOXANTHINE);PubMed;NORMAN:(NS00010150);COCONUT:(CNP0229561 CNP0375307);KNApSAcK:(1502);Natural Products:(UNPD77089);PubChem:(790 4400106 57636748 102431306 102495639 135507760 135546991 136016207 136069790 136636086 136648540 136662831 135948648 136242401 136242402 137185169 135398638 135407690 135437272 135450926 135480515 136913050 136913051 135492974 136960302 136961200 136961201 136961202);CHEBI:(17368);PubChem class - bio and metabolites;KEGG:(C00262);PubChem class - safety and toxic;YMDB:(555);Training Set;PubChem class - drug;Biocyc:(SMA-0000646 SMA-0000313 HYPOXANTHINE)",121629054,137.045852661133,181.292382,"1647_mapp_batch_00026_sirius_1111",1111,"CHEBI:17368","hypoxanthine","0.07","3","CHEBI:17368","hypoxanthine","3.55","3"
"C1=NC2=C(N1)C(=O)N=CN2","FDGQSTZJBFJUBT",316,1,1,1,"0.5071841316073783",-26.2219262541021,1,30.0507861273808,"C5H4N4O","[M + H]+","InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)","Sarcine",-0.230433688,"790;4400106;57636748;102431306;102495639;135507760;135546991;136016207;136069790;136636086;136648540;136662831;135948648;136242401;136242402;137185169;135398638;135407690;135437272;135450926;135480515;136913050;136913051;135492974;136960302;136961200;136961201;136961202","HMDB:(157);SuperNatural:(SN00024300);ZINC bio:(ZINC18153302);additional;MeSH:(135398638);Plantcyc:(HYPOXANTHINE);PubMed;NORMAN:(NS00010150);COCONUT:(CNP0229561 CNP0375307);KNApSAcK:(1502);Natural Products:(UNPD77089);PubChem:(790 4400106 57636748 102431306 102495639 135507760 135546991 136016207 136069790 136636086 136648540 136662831 135948648 136242401 136242402 137185169 135398638 135407690 135437272 135450926 135480515 136913050 136913051 135492974 136960302 136961200 136961201 136961202);CHEBI:(17368);PubChem class - bio and metabolites;KEGG:(C00262);PubChem class - safety and toxic;YMDB:(555);Training Set;PubChem class - drug;Biocyc:(SMA-0000646 SMA-0000313 HYPOXANTHINE)",121629054,137.0458984375,165.041604,"1585_mapp_batch_00026_sirius_32",32,"CHEBI:17368","hypoxanthine","0.07","3","CHEBI:17368","hypoxanthine","3.55","3"
"C1=NC2=C(N1)C(=O)N=CN2","FDGQSTZJBFJUBT",323,1,1,1,"0.49703050184691777",-26.6086365812469,1,30.1147417742905,"C5H4N4O","[M + H]+","InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)","Sarcine",-0.230433688,"790;4400106;57636748;102431306;102495639;135507760;135546991;136016207;136069790;136636086;136648540;136662831;135948648;136242401;136242402;137185169;135398638;135407690;135437272;135450926;135480515;136913050;136913051;135492974;136960302;136961200;136961201;136961202","HMDB:(157);SuperNatural:(SN00024300);ZINC bio:(ZINC18153302);additional;MeSH:(135398638);Plantcyc:(HYPOXANTHINE);PubMed;NORMAN:(NS00010150);COCONUT:(CNP0229561 CNP0375307);KNApSAcK:(1502);Natural Products:(UNPD77089);PubChem:(790 4400106 57636748 102431306 102495639 135507760 135546991 136016207 136069790 136636086 136648540 136662831 135948648 136242401 136242402 137185169 135398638 135407690 135437272 135450926 135480515 136913050 136913051 135492974 136960302 136961200 136961201 136961202);CHEBI:(17368);PubChem class - bio and metabolites;KEGG:(C00262);PubChem class - safety and toxic;YMDB:(555);Training Set;PubChem class - drug;Biocyc:(SMA-0000646 SMA-0000313 HYPOXANTHINE)",121629054,137.045852661133,227.833758,"1564_mapp_batch_00026_sirius_63",63,"CHEBI:17368","hypoxanthine","0.07","3","CHEBI:17368","hypoxanthine","3.55","3"
