G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"703.0","main.cluster index_upperinput":"703.0"}	This Node is a Singleton	N/A	N/A	N/A	0.4028	0.4028	0	N/A	N/A	47130341.77601953	11	703	-1	11	644.4160	2	322.7080	47130341.77601953
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1689.0","main.cluster index_upperinput":"1689.0"}	This Node is a Singleton	N/A	N/A	N/A	5.6472	5.6472	0	N/A	N/A	12084261.293521492	12	1689	-1	12	421.3525	1	421.3525	12084261.293521492
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"7038.0","main.cluster index_upperinput":"7038.0"}	This Node is a Singleton	N/A	N/A	N/A	1.0235	1.0235	0	N/A	N/A	10767752.136926763	12	7038	-1	12	358.1978	1	358.1978	10767752.136926763
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8077.0","main.cluster index_upperinput":"8077.0"}	This Node is a Singleton	N/A	N/A	N/A	1.0653	1.0653	0	N/A	N/A	9249658.942537347	11	8077	-1	11	786.4546	2	393.7273	9249658.942537347
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"704.0","main.cluster index_upperinput":"704.0"}	This Node is a Singleton	N/A	N/A	N/A	2.0995	2.0995	0	N/A	N/A	3937314.65597473	12	704	-1	12	845.3788	2	423.1894	3937314.65597473
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"705.0","main.cluster index_upperinput":"705.0"}	This Node is a Singleton	N/A	N/A	N/A	6.8801	6.8801	0	N/A	N/A	10988842.721653309	12	705	-1	12	638.6084	1	638.6084	10988842.721653309
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"706.0","main.cluster index_upperinput":"706.0"}	This Node is a Singleton	N/A	N/A	N/A	2.5500	2.5500	0	N/A	N/A	11388072.827301268	11	706	-1	11	3921.9147	5	785.1829	11388072.827301268
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1257.0","main.cluster index_upperinput":"1257.0"}	This Node is a Singleton	N/A	N/A	N/A	0.5070	0.5070	0	N/A	N/A	27595813.15191211	11	1257	-1	11	415.2187	1	415.2187	27595813.15191211
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"707.0","main.cluster index_upperinput":"707.0"}	This Node is a Singleton	N/A	N/A	N/A	6.4030	6.4030	0	N/A	N/A	8507296.98584888	12	707	-1	12	1422.0071	2	711.5035	8507296.98584888
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1691.0","main.cluster index_upperinput":"1691.0"}	This Node is a Singleton	N/A	N/A	N/A	2.4265	2.4265	0	N/A	N/A	1602248.7026262202	10	1691	-1	10	873.4068	2	437.2034	1602248.7026262202
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"5682.0","main.cluster index_upperinput":"5682.0"}	This Node is a Singleton	N/A	N/A	N/A	3.8876	3.8876	0	N/A	N/A	4446008.226924556	12	5682	-1	12	239.1275	1	239.1275	4446008.226924556
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8844.0","main.cluster index_upperinput":"8844.0"}	This Node is a Singleton	N/A	N/A	N/A	1.6112	1.6112	0	N/A	N/A	952168.1457382815	12	8844	-1	12	598.4249	2	299.7125	952168.1457382815
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"708.0","main.cluster index_upperinput":"708.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=29&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	N/A	N/A	3.0764	3.0764	0	N/A	N/A	26505459.85339381	12	708	29	12	244.2270	1	244.2270	26505459.85339381
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"709.0","main.cluster index_upperinput":"709.0"}	This Node is a Singleton	N/A	N/A	N/A	1.8809	1.8809	0	N/A	N/A	7373135.819542238	10	709	-1	10	897.3980	1	897.3980	7373135.819542238
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1692.0","main.cluster index_upperinput":"1692.0"}	This Node is a Singleton	N/A	N/A	N/A	3.3065	3.3065	0	N/A	N/A	11158280.362312507	11	1692	-1	11	451.1651	1	451.1651	11158280.362312507
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8079.0","main.cluster index_upperinput":"8079.0"}	This Node is a Singleton	N/A	N/A	N/A	4.1594	4.1594	0	N/A	N/A	976973.5444777776	10	8079	-1	10	411.2719	1	411.2719	976973.5444777776
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1263.0","main.cluster index_upperinput":"1263.0"}	This Node is a Singleton	N/A	N/A	N/A	7.1149	7.1149	0	N/A	N/A	15822963.90055663	12	1263	-1	12	772.6149	1	772.6149	15822963.90055663
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"6441.0","main.cluster index_upperinput":"6441.0"}	This Node is a Singleton	N/A	N/A	N/A	2.9994	2.9994	0	N/A	N/A	1563590.6845290547	11	6441	-1	11	482.2933	1	482.2933	1563590.6845290547
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2282.0","main.cluster index_upperinput":"2282.0"}	This Node is a Singleton	N/A	N/A	N/A	5.8194	5.8194	0	N/A	N/A	7332144.546853031	12	2282	-1	12	848.6309	1	848.6309	7332144.546853031
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1264.0","main.cluster index_upperinput":"1264.0"}	This Node is a Singleton	N/A	N/A	N/A	1.3101	1.3101	0	N/A	N/A	3910669.0415493194	8	1264	-1	8	919.4959	2	460.2479	3910669.0415493194
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2283.0","main.cluster index_upperinput":"2283.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=112&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	N/A	N/A	1.5327	1.5327	0	N/A	N/A	17343360.472158074	12	2283	112	12	1198.7463	3	400.2488	17343360.472158074
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"711.0","main.cluster index_upperinput":"711.0"}	This Node is a Singleton	N/A	N/A	N/A	1.7385	1.7385	0	N/A	N/A	7342083.51403247	11	711	-1	11	2134.0735	5	427.6147	7342083.51403247
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2284.0","main.cluster index_upperinput":"2284.0"}	This Node is a Singleton	N/A	N/A	N/A	7.9222	7.9222	0	N/A	N/A	16097211.442831565	11	2284	-1	11	708.5771	1	708.5771	16097211.442831565
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1265.0","main.cluster index_upperinput":"1265.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=108&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	Spectral Match to Tyr-Leu-Lys from NIST14	0.706896	0.9803	0.9803	0	N/A	CCMSLIB00003136860	13966149.47521399	12	1265	108	12	423.2691	2	212.1346	13966149.47521399
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1695.0","main.cluster index_upperinput":"1695.0"}	This Node is a Singleton	N/A	N/A	N/A	4.9030	4.9030	0	N/A	N/A	10871338.023421872	12	1695	-1	12	284.3313	1	284.3313	10871338.023421872
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"712.0","main.cluster index_upperinput":"712.0"}	This Node is a Singleton	N/A	N/A	N/A	1.1052	1.1052	0	N/A	N/A	30995855.27988624	11	712	-1	11	360.2131	1	360.2131	30995855.27988624
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2285.0","main.cluster index_upperinput":"2285.0"}	This Node is a Singleton	N/A	N/A	N/A	5.5308	5.5308	0	N/A	N/A	13607301.490918947	11	2285	-1	11	623.3163	1	623.3163	13607301.490918947
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1696.0","main.cluster index_upperinput":"1696.0"}	This Node is a Singleton	N/A	N/A	N/A	5.4970	5.4970	0	N/A	N/A	13515677.085463865	12	1696	-1	12	996.6041	1	996.6041	13515677.085463865
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4497.0","main.cluster index_upperinput":"4497.0"}	This Node is a Singleton	N/A	N/A	N/A	3.4434	3.4434	0	N/A	N/A	5643758.580050297	12	4497	-1	12	277.1795	1	277.1795	5643758.580050297
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"713.0","main.cluster index_upperinput":"713.0"}	This Node is a Singleton	N/A	N/A	N/A	1.9942	1.9942	0	N/A	N/A	4235981.2476608865	11	713	-1	11	1691.0257	3	564.3419	4235981.2476608865
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1266.0","main.cluster index_upperinput":"1266.0"}	This Node is a Singleton	N/A	N/A	N/A	2.2489	2.2489	0	N/A	N/A	2153347.583633051	11	1266	-1	11	604.3336	1	604.3336	2153347.583633051
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"714.0","main.cluster index_upperinput":"714.0"}	This Node is a Singleton	N/A	N/A	N/A	5.0027	5.0027	0	N/A	N/A	51073069.290187456	11	714	-1	11	732.5470	1	732.5470	51073069.290187456
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"715.0","main.cluster index_upperinput":"715.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=12&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	N/A	N/A	5.6773	5.6773	0	N/A	N/A	38477278.51442775	12	715	12	12	377.3261	1	377.3261	38477278.51442775
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"716.0","main.cluster index_upperinput":"716.0"}	This Node is a Singleton	N/A	N/A	N/A	1.1945	1.1945	0	N/A	N/A	8557213.783579707	10	716	-1	10	1188.5183	2	594.7592	8557213.783579707
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1267.0","main.cluster index_upperinput":"1267.0"}	This Node is a Singleton	N/A	N/A	N/A	6.2470	6.2470	0	N/A	N/A	20562806.149388652	12	1267	-1	12	471.3657	1	471.3657	20562806.149388652
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1269.0","main.cluster index_upperinput":"1269.0"}	This Node is a Singleton	N/A	N/A	N/A	7.0894	7.0894	0	N/A	N/A	15581341.018536123	12	1269	-1	12	860.6670	1	860.6670	15581341.018536123
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1270.0","main.cluster index_upperinput":"1270.0"}	This Node is a Singleton	N/A	N/A	N/A	6.9333	6.9333	0	N/A	N/A	7643632.287816412	12	1270	-1	12	703.5079	1	703.5079	7643632.287816412
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3000.0","main.cluster index_upperinput":"3000.0"}	This Node is a Singleton	N/A	N/A	N/A	0.2711	0.2711	0	N/A	N/A	441698909.829422	11	3000	-1	11	829.1464	2	415.0732	441698909.829422
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"717.0","main.cluster index_upperinput":"717.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=8&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	N/A	N/A	1.3418	1.3418	0	N/A	N/A	8266144.179806396	11	717	8	11	374.2287	1	374.2287	8266144.179806396
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1698.0","main.cluster index_upperinput":"1698.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=57&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	N/A	N/A	1.1197	1.1197	0	N/A	N/A	10327777.185723389	11	1698	57	11	382.2456	1	382.2456	10327777.185723389
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1699.0","main.cluster index_upperinput":"1699.0"}	This Node is a Singleton	N/A	N/A	N/A	5.8340	5.8340	0	N/A	N/A	13330388.28418335	12	1699	-1	12	804.6041	1	804.6041	13330388.28418335
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"718.0","main.cluster index_upperinput":"718.0"}	This Node is a Singleton	N/A	N/A	N/A	1.8416	1.8416	0	N/A	N/A	12722116.820111817	11	718	-1	11	442.2337	1	442.2337	12722116.820111817
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1272.0","main.cluster index_upperinput":"1272.0"}	This Node is a Singleton	N/A	N/A	N/A	2.1654	2.1654	0	N/A	N/A	2452365.279536861	9	1272	-1	9	651.4442	1	651.4442	2452365.279536861
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2289.0","main.cluster index_upperinput":"2289.0"}	This Node is a Singleton	N/A	N/A	N/A	6.2761	6.2761	0	N/A	N/A	1779820.1549729009	12	2289	-1	12	1879.3071	3	627.1024	1779820.1549729009
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3002.0","main.cluster index_upperinput":"3002.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=168&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	N/A	N/A	0.2587	0.2587	0	N/A	N/A	299998886.68493485	12	3002	168	12	265.0225	1	265.0225	299998886.68493485
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3003.0","main.cluster index_upperinput":"3003.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=21&task=2628a7a4b4d3434496bfbf572120a196&show=true	"InChI=1S/C8H20NO6P/c1-9(2,3)4-5-14-16(12,13)15-7-8(11)6-10/h8,10-11H,4-7H2,1-3H3/t8-/m0/s1"	SN-GLYCERO-3-PHOSPHOCHOLINE	0.9495110000000001	0.2894	0.2894	0	C[N+](C)(C)CCOP(=O)([O-])OC[C@H](CO)O	CCMSLIB00006679241	597496216.3425928	11	3003	21	11	258.1094	1	258.1094	597496216.3425928
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4804.0","main.cluster index_upperinput":"4804.0"}	This Node is a Singleton	N/A	N/A	N/A	5.0838	5.0838	0	N/A	N/A	4143174.1329895	11	4804	-1	11	1925.3128	3	642.4376	4143174.1329895
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"719.0","main.cluster index_upperinput":"719.0"}	This Node is a Singleton	N/A	N/A	N/A	0.7103	0.7103	0	N/A	N/A	69114708.55806397	11	719	-1	11	661.3955	2	331.1977	69114708.55806397
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2291.0","main.cluster index_upperinput":"2291.0"}	This Node is a Singleton	N/A	N/A	N/A	5.2692	5.2692	0	N/A	N/A	7033701.681838867	12	2291	-1	12	842.5883	2	421.7941	7033701.681838867
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"720.0","main.cluster index_upperinput":"720.0"}	This Node is a Singleton	N/A	N/A	N/A	1.1795	1.1795	0	N/A	N/A	15624079.989233397	11	720	-1	11	1511.7999	3	504.6000	15624079.989233397
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"8085.0","main.cluster index_upperinput":"8085.0"}	This Node is a Singleton	N/A	N/A	N/A	3.4052	3.4052	0	N/A	N/A	1279965.8214982888	7	8085	-1	7	278.1511	1	278.1511	1279965.8214982888
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3005.0","main.cluster index_upperinput":"3005.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=168&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	N/A	N/A	0.2611	0.2611	0	N/A	N/A	369490893.3150235	11	3005	168	11	445.0853	1	445.0853	369490893.3150235
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"721.0","main.cluster index_upperinput":"721.0"}	This Node is a Singleton	N/A	N/A	N/A	5.3141	5.3141	0	N/A	N/A	8344169.899885014	11	721	-1	11	601.3347	1	601.3347	8344169.899885014
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"5691.0","main.cluster index_upperinput":"5691.0"}	This Node is a Singleton	N/A	N/A	N/A	0.7406	0.7406	0	N/A	N/A	8052421.267347168	11	5691	-1	11	380.1316	1	380.1316	8052421.267347168
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3006.0","main.cluster index_upperinput":"3006.0"}	This Node is a Singleton	N/A	N/A	N/A	8.4346	8.4346	0	N/A	N/A	26894315.26165952	11	3006	-1	11	703.5760	1	703.5760	26894315.26165952
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"6449.0","main.cluster index_upperinput":"6449.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=162&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	N/A	N/A	0.9541	0.9541	0	N/A	N/A	17394873.96767676	11	6449	162	11	366.2022	1	366.2022	17394873.96767676
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3007.0","main.cluster index_upperinput":"3007.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=163&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	N/A	N/A	0.2566	0.2566	0	N/A	N/A	113839348.22055809	11	3007	163	11	281.0174	1	281.0174	113839348.22055809
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"722.0","main.cluster index_upperinput":"722.0"}	This Node is a Singleton	N/A	N/A	N/A	2.2482	2.2482	0	N/A	N/A	1639533.129890866	10	722	-1	10	2230.0175	3	744.0058	1639533.129890866
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1277.0","main.cluster index_upperinput":"1277.0"}	This Node is a Singleton	N/A	N/A	N/A	5.3295	5.3295	0	N/A	N/A	15696735.370734872	12	1277	-1	12	517.3712	1	517.3712	15696735.370734872
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1279.0","main.cluster index_upperinput":"1279.0"}	This Node is a Singleton	N/A	N/A	N/A	0.6364	0.6364	0	N/A	N/A	29806037.902535163	11	1279	-1	11	850.5044	3	284.1681	29806037.902535163
