rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
111	1	1	1	0.7052363235394223	-1.0031765555131362	0.9999999999999999	14.65857351109723	C10H13N5O4	[M + H]+	OIRDTQYFTABQOQ	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)	Adenocor	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	-1.8441714	191;21704;60961;96368;102198;638036;644174;160739;171798;447270;447916;448374;448378;450776;453548;466397;5702004;7000182;7040251;7048607;5232242;6420052;6552084;6560357;10539954;10611929;6713976;10754484;10778501;12358319;12358320;12358321;12358322;12358325;12358335;10890867;10923602;10924111;10945502;10978491;11032861;11097670;11129405;11807674;10492175;21580289;21603567;22816614;22864552;23279550;23424823;24031035;24773269;42626774;44400560;54152452;54732806;53346513;53384930;57483912;57636736;59099798;58922336;59460532;59848323;69866322;71738110;71776184;71056489;70889269;71313037;89954368;101001971;100935583;100958904;101917632;101944188;101944189;118082104;122654941;121484514;121486812;123570113;123223819;129712279;134613125;131883911;131883912;135537873;134972038;136735805;136823423;139025871	HMDB:(50 14340);SuperNatural:(SN00001939 SN00275756 SN00383379 SN00155863 SN00002819 SN00369880);ZINC bio:(ZINC00970363 ZINC02047403 ZINC02169830 ZINC03201876 ZINC03201878 ZINC03830178 ZINC03830179 ZINC03978047 ZINC03978049 ZINC04048240 ZINC08580514);additional;HSDB:(5536-17-4 58-61-7);MeSH:(21704 60961 96368 102198 160739 447916);Plantcyc:(ADENOSINE);PubMed;NORMAN:(NS00010570);COCONUT:(CNP0009405 CNP0216822);KNApSAcK:(7444);Natural Products:(UNPD39215 UNPD128026 UNPD50018 UNPD145255 UNPD166075);PubChem:(191 21704 60961 96368 102198 638036 644174 160739 171798 447270 447916 448374 448378 450776 453548 466397 5702004 7000182 7040251 7048607 5232242 6420052 6552084 6560357 10539954 10611929 6713976 10754484 10778501 12358319 12358320 12358321 12358322 12358325 12358335 10890867 10923602 10924111 10945502 10978491 11032861 11097670 11129405 11807674 10492175 21580289 21603567 22816614 22864552 23279550 23424823 24031035 24773269 42626774 44400560 54152452 54732806 53346513 53384930 57483912 57636736 59099798 58922336 59460532 59848323 69866322 71738110 71776184 71056489 70889269 71313037 89954368 101001971 100935583 100958904 101917632 101944188 101944189 118082104 122654941 121484514 121486812 123570113 123223819 129712279 134613125 131883911 131883912 135537873 134972038 136735805 136823423 139025871);CHEBI:(95180 45327 140569 46515 93913 16335);PubChem class - bio and metabolites;KEGG:(C00212);PubChem class - safety and toxic;YMDB:(58);Training Set;PubChem class - drug;Biocyc:(SMA-0000369 CPD-13918 ADENOSINE)	121629566	268.1038513183594	21.175	3801_mapp_batch_00010_sirius_22
112	1	1	2	0.7025807570526372	-27.968233479964308	0.3869346733668341	24.355577914660536	C14H18N2O2	[M + Na]+	AOHCBEAZXHZMOR	InChI=1S/C14H18N2O2/c1-16(2,3)13(14(17)18)8-10-9-15-12-7-5-4-6-11(10)12/h4-7,9,13,15H,8H2,1-3H3/p+1	Lenticin	C[N+](C)(C)C(CC1=CNC2=CC=CC=C21)C(=O)O	1.34513009	160488;160489;417552;442106;442107;3861164	HMDB:(61115);ZINC bio:(ZINC01531428 ZINC01678615);additional;MeSH:(160488 442106 3861164);PubMed;COCONUT:(CNP0076405 CNP0194889 CNP0358998 CNP0418382);KNApSAcK:(1740);Natural Products:(UNPD57344 UNPD22542 UNPD159225);PubChem:(160488 160489 417552 442106 442107 3861164);CHEBI:(5832);PubChem class - bio and metabolites;KEGG:(C09213);PubChem class - safety and toxic;Training Set	86565246	269.12591552734375	56.493	4880_mapp_batch_00010_sirius_7275
113	1	1	1	0.7011568233285647	-27.1412422198803	0.9999999999999999	66.74847558235709	C11H18N2O4	[M + H]+	CSRXCVLPMJBQIM	InChI=1S/C11H18N2O4/c1-6(2)5-8-11(17)12-7(10(16)13-8)3-4-9(14)15/h6-8H,3-5H2,1-2H3,(H,12,17)(H,13,16)(H,14,15)	null	CC(C)CC1C(=O)NC(C(=O)N1)CCC(=O)O	0.300000012	16098234;86178349;124671327;124671328;124671329	COCONUT:(CNP0090434);Training Set;PubChem:(16098234 86178349 124671327 124671328 124671329);PubMed	2113602	243.13404846191406	73.871	1139_mapp_batch_00010_sirius_1224
114	1	1	1	0.6901022276455717	-14.964116459693939	0.9999999999999999	71.69177629108256	C10H18N2O5	[M + H]+	SITLTJHOQZFJGG	InChI=1S/C10H18N2O5/c1-5(2)8(10(16)17)12-9(15)6(11)3-4-7(13)14/h5-6,8H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)	Glutamylvaline	CC(C)C(C(=O)O)NC(=O)C(CCC(=O)O)N	-0.906620383	433630;6992566;6992567;64889717;79010734;92146638;92146639;92146640;133126642;139063304	COCONUT:(CNP0332241);HMDB:(28832);Natural Products:(UNPD97486);PubChem:(433630 6992566 6992567 64889717 79010734 92146638 92146639 92146640 133126642 139063304);SuperNatural:(SN00269497);CHEBI:(68846);ZINC bio:(ZINC01576296);additional;PubChem class - bio and metabolites;Training Set;PubChem class - drug	54059050	247.1288604736328	33.587	2039_mapp_batch_00010_sirius_333
115	1	1	1	0.6867266905905193	-6.002334227963156	0.9999999999999999	28.314630443516023	C11H22N2O3	[M + H]+	XCTHZFGSVQBHBW	InChI=1S/C11H22N2O3/c1-6(2)5-8(11(15)16)13-10(14)9(12)7(3)4/h6-9H,5,12H2,1-4H3,(H,13,14)(H,15,16)	Valylleucine	CC(C)CC(C(=O)O)NC(=O)C(C(C)C)N	0.620239735	107487;352039;6993117;6993118;36689037;36689038;36689039;36689040;36689041;61158064;61160582;78975448;79012901	NORMAN:(NS00049416);HMDB:(29131);PubChem:(107487 352039 6993117 6993118 36689037 36689038 36689039 36689040 36689041 61158064 61160582 78975448 79012901);CHEBI:(75013);ZINC bio:(ZINC01605723);additional;PubChem class - bio and metabolites;MeSH:(107487 352039 6993118);Training Set;PubMed	17588334	231.17056274414062	53.99	2196_mapp_batch_00010_sirius_372
116	1	1	1	0.6858482294103603	-165.59906322397265	0.9999999999999999	223.35144093657078	C12H14O7	[M + H]+	WVHAUDNUGBNUDZ	InChI=1S/C12H14O7/c13-7-8(14)10(11(16)17)19-12(9(7)15)18-6-4-2-1-3-5-6/h1-5,7-10,12-15H,(H,16,17)	AmbotzGBB1356	C1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O	0.0	87235;119239;193782;3520575;7167434;13783438;26470476;24802464;40424562;46782739;46782740;71751617;77519764;88741626;92450001;133124983;133587831;134159022	HMDB:(59806 60014 135168);SuperNatural:(SN00288842);ZINC bio:(ZINC04282196 ZINC12953385 ZINC13537480);additional;MeSH:(119239 193782);PubMed;NORMAN:(NS00053885);COCONUT:(CNP0188995);Natural Products:(UNPD182544);PubChem:(87235 119239 193782 3520575 7167434 13783438 26470476 24802464 40424562 46782739 46782740 71751617 77519764 88741626 92450001 133124983 133587831 134159022);CHEBI:(64681);PubChem class - bio and metabolites;Training Set;KEGG Mine	8610701422	271.0813751220703	17.903	3870_mapp_batch_00010_sirius_38
117	1	1	1	0.6806833108157442	-278.9397156863023	0.9999999999999999	33.902008160093466	C20H31N3O4	[M + H]+	XYFQZHLDJQWPJJ	InChI=1S/C20H31N3O4/c1-13(2)10-16(11-17(24)23-27)19(25)22-18(14(3)4)20(26)21-12-15-8-6-5-7-9-15/h5-9,13-14,16,18,27H,10-12H2,1-4H3,(H,21,26)(H,22,25)(H,23,24)	N-(3-(Hydroxyamino)carbonyl-2-isobutyl-1-oxopropyl)valinebenzylamide	CC(C)CC(CC(=O)NO)C(=O)NC(C(C)C)C(=O)NCC1=CC=CC=C1	2.20000005	131499;14404640;14404641	MeSH:(131499);PubChem:(131499 14404640 14404641);PubMed	70	378.2386779785156	103.901	2542_mapp_batch_00010_sirius_453
118	1	1	2	N/A	-260.5147155304446	0.8688442211055275	23.06300574896512	C9H17NO9	[M + H]+	YELFDYDRAHCAHP	InChI=1S/C9H18NO9/c10-19-8(16)9(17)1-3(12)5(14)7(18-9)6(15)4(13)2-11/h3-7,11-15,17H,1-2H2,10H3/q+1	null	C1C(C(C(OC1(C(=O)O[NH3+])O)C(C(CO)O)O)O)O	0.0	""	COCONUT:(CNP0201112);Natural Products:(UNPD49670);SuperNatural:(SN00318261)	3178496	284.0979766845703	21.945	66_mapp_batch_00010_sirius_3155
119	1	1	1	0.6683610280968403	-17.673579640529454	0.9999999999999999	19.238981892721235	C25H49NO4	[M + H]+	FNPHNLNTJNMAEE	InChI=1S/C25H49NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h23H,5-22H2,1-4H3/p+1	Lopac-S-2381	CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C	8.10000038	5282;3006797;6426855;52922056;92328234;126456367;129316413;129316414	COCONUT:(CNP0149553);HMDB:(848);PubChem:(5282 3006797 6426855 52922056 92328234 126456367 129316413 129316414);SuperNatural:(SN00014206 SN00014197);CHEBI:(73074 84644);ZINC bio:(ZINC08035045 ZINC08195646);additional;PubChem class - bio and metabolites;Training Set;PubMed;Biocyc:(CPD-19742)	20473962	428.3732452392578	319.087	3613_mapp_batch_00010_sirius_3556
120	1	1	1	0.66659750113014	-14.475016389039851	0.9999999999999999	119.25465524647123	C10H18N2O5	[M + H]+	SITLTJHOQZFJGG	InChI=1S/C10H18N2O5/c1-5(2)8(10(16)17)12-9(15)6(11)3-4-7(13)14/h5-6,8H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)	Glutamylvaline	CC(C)C(C(=O)O)NC(=O)C(CCC(=O)O)N	-0.906620383	433630;6992566;6992567;64889717;79010734;92146638;92146639;92146640;133126642;139063304	COCONUT:(CNP0332241);HMDB:(28832);Natural Products:(UNPD97486);PubChem:(433630 6992566 6992567 64889717 79010734 92146638 92146639 92146640 133126642 139063304);SuperNatural:(SN00269497);CHEBI:(68846);ZINC bio:(ZINC01576296);additional;PubChem class - bio and metabolites;Training Set;PubChem class - drug	54059050	247.12850952148438	23.486	467_mapp_batch_00010_sirius_847
121	1	1	1	0.661483769499112	-4.112993210060349	0.9999999999999999	47.07653320310253	C15H18N4O3	[M + H]+	XMAUFHMAAVTODF	InChI=1S/C15H18N4O3/c16-12(7-11-8-17-9-18-11)14(20)19-13(15(21)22)6-10-4-2-1-3-5-10/h1-5,8-9,12-13H,6-7,16H2,(H,17,18)(H,19,20)(H,21,22)	Histidylphenylalanine	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC2=CN=CN2)N	0.318430901	152198;4466133;7021872;92222298	COCONUT:(CNP0403034);HMDB:(28892);PubChem:(152198 4466133 7021872 92222298);CHEBI:(141438);ZINC bio:(ZINC02575496);additional;PubChem class - bio and metabolites;MeSH:(152198 4466133);Training Set;PubMed	19423342	303.1454162597656	29.889	1788_mapp_batch_00010_sirius_1332
122	1	1	1	0.6609191866094335	-274.9976411193697	0.9999999999999999	41.43361605301362	C37H57N7O8	[M + H]+	QGGGNYCMKLVXKB	InChI=1S/C37H57N7O8/c1-8-21(5)29-36(51)43-31(23(7)45)37(52)44-17-13-16-26(44)33(48)41-28(20(3)4)34(49)42-30(22(6)9-2)35(50)39-25(18-24-14-11-10-12-15-24)32(47)38-19-27(46)40-29/h10-12,14-15,20-23,25-26,28-31,45H,8-9,13,16-19H2,1-7H3,(H,38,47)(H,39,50)(H,40,46)(H,41,48)(H,42,49)(H,43,51)	null	CCC(C)C1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)N1)CC3=CC=CC=C3)C(C)CC)C(C)C)C(C)O	2.20743322	""	COCONUT:(CNP0322668);Natural Products:(UNPD84337);SuperNatural:(SN00365259)	3178496	728.4346313476562	136.328	1096_mapp_batch_00010_sirius_1658
123	1	1	1	0.6521506737317505	-0.5733736379308011	0.9999999999999999	5038.348181601576	C26H54NO7P	[M + Na]+	IHNKQIMGVNPMTC	InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/p+1	1-18:0-lysoPC	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O	6.69999981	86556;86557;497299;497300;5313984;10436817;136212659;136212660	HMDB:(10384 94688);SuperNatural:(SN00335634);additional;MeSH:(86556 497299 497300);PubMed;COCONUT:(CNP0241659 CNP0346784);Natural Products:(UNPD115977);PubChem:(86556 86557 497299 497300 5313984 10436817 136212659 136212660);CHEBI:(73858);PubChem class - bio and metabolites;EcoCyc Mine;YMDB:(1187);Training Set;Biocyc:(CPD-8345)	17200433262	546.35302734375	325.101	2175_mapp_batch_00010_sirius_367
124	1	1	1	0.650999780314316	-2.478438621955403	0.9999999999999999	6058.732246499722	C26H54NO7P	[M + H]+	IHNKQIMGVNPMTC	InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/p+1	1-18:0-lysoPC	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O	6.69999981	86556;86557;497299;497300;5313984;10436817;136212659;136212660	HMDB:(10384 94688);SuperNatural:(SN00335634);additional;MeSH:(86556 497299 497300);PubMed;Lipid:(LPC(18:0));COCONUT:(CNP0241659 CNP0346784);Natural Products:(UNPD115977);PubChem:(86556 86557 497299 497300 5313984 10436817 136212659 136212660);CHEBI:(73858);PubChem class - bio and metabolites;EcoCyc Mine;YMDB:(1187);Training Set;Biocyc:(CPD-8345)	21495400558	524.3710327148438	325.522	3799_mapp_batch_00010_sirius_20
125	1	1	1	0.6467701526825445	-93.98013172061634	0.9999999999999999	33.012978379164835	C20H37NO3	[M + H]+	HPFXACZRFJDURI	InChI=1S/C20H37NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19(22)21-18-20(23)24/h9-10H,2-8,11-18H2,1H3,(H,21,22)(H,23,24)	Elmiric acid	CCCCCCCCC=CCCCCCCCC(=O)NCC(=O)O	6.5999999	102290;6366615;6436908;122391265	NORMAN:(NS00045512);COCONUT:(CNP0154928);HMDB:(13631);PubChem:(102290 6366615 6436908 122391265);CHEBI:(133992 73723);additional;MeSH:(6436908);Training Set;PubMed;Biocyc:(CPD-22243)	2902126	340.2846221923828	321.182	557_mapp_batch_00010_sirius_6800
126	1	1	1	0.6464841902519962	-29.325179477176533	0.9999999999999999	18.789744019510472	C12H23NO	[M + H]+	WPPOGHDFAVQKLN	InChI=1S/C12H23NO/c1-2-3-4-5-6-7-10-13-11-8-9-12(13)14/h2-11H2,1H3	N-Octylpyrrolidone	CCCCCCCCN1CCCC1=O	3.20000005	3033871	NORMAN:(NS00011456);MeSH:(3033871);PubChem class - safety and toxic;PubChem:(3033871);PubMed	67371078	198.18521881103516	226.552	2785_mapp_batch_00010_sirius_5525
127	1	1	2	N/A	-261.11568855797174	0.3778894472361809	42.646015515275195	C47H79NO4	[M + Na]+	CYVPZEIIGIXTLH	InChI=1S/C47H79NO4/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-37-41-47(50)52-45(42-48-44-38-34-33-35-39-44)43-51-46(49)40-36-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h12,14,18,21-22,24,33-35,38-39,45,48H,3-11,13,15-17,19-20,23,25-32,36-37,40-43H2,1-2H3	null	CCCCCCCCCCCC=CCCCCCCC(=O)OC(CNC1=CC=CC=C1)COC(=O)CCCCCCCC=CCC=CCCCCC	17.1000004	102505628	COCONUT:(CNP0177695);Natural Products:(UNPD159357);PubChem:(102505628);SuperNatural:(SN00278926)	3178498	744.5881958007812	379.503	4941_mapp_batch_00010_sirius_4629
128	1	1	1	0.6446112694168327	-0.36339709611682963	0.9999999999999999	6061.216131705579	C24H50NO7P	[M + H]+	ASWBNKHCZGQVJV	InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/p+1	1-16:0-lysoPC	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O	5.5999999	86554;86555;460602;460603;5313979;10097314;71751445;71751446;124202819;124202820;136212657;136212658	HMDB:(10382 62541);SuperNatural:(SN00036442 SN00036458);ZINC bio:(ZINC08214423 ZINC08219063);additional;MeSH:(86554 460602);Plantcyc:(CPD-8343);PubMed;Lipid:(LPC(16:0));COCONUT:(CNP0123091 CNP0346626);Natural Products:(UNPD14479 UNPD24099);PubChem:(86554 86555 460602 460603 5313979 10097314 71751445 71751446 124202819 124202820 136212657 136212658);CHEBI:(72998 28468);PubChem class - bio and metabolites;KEGG:(C04102);PubChem class - safety and toxic;YMDB:(1179);Training Set;Biocyc:(CPD-8343)	4382779758	496.3399353027344	286.733	3793_mapp_batch_00010_sirius_17
129	1	1	5	N/A	-528.8633888328909	0.6246231155778895	30.47672249344323	C31H47N5O5	[M + K]+	JQMFOOGFCJLCDY	InChI=1S/C31H47N5O5/c1-7-18(4)24(32)28(37)35-26(20(6)9-3)31(40)36-17-15-23-27(36)30(39)34-25(19(5)8-2)29(38)33-16-14-21-10-12-22(41-23)13-11-21/h10-14,16,18-20,23-27H,7-9,15,17,32H2,1-6H3,(H,33,38)(H,34,39)(H,35,37)	null	CCC(C)C1C(=O)NC=CC2=CC=C(C=C2)OC3CCN(C3C(=O)N1)C(=O)C(C(C)CC)NC(=O)C(C(C)CC)N	4.0999999	23625623	COCONUT:(CNP0213136);Natural Products:(UNPD193331);PubChem:(23625623);SuperNatural:(SN00382015)	3178498	608.3233032226562	325.522	348_mapp_batch_00010_sirius_816
130	1	1	1	0.6417539233402563	-8.196348325837253	0.9999999999999999	38.05906895595984	C9H18N2O3	[M + H]+	RDIKFPRVLJLMER	InChI=1S/C9H18N2O3/c1-5(2)4-7(9(13)14)11-8(12)6(3)10/h5-7H,4,10H2,1-3H3,(H,11,12)(H,13,14)	alanylleucine	CC(C)CC(C(=O)O)NC(=O)C(C)N	-0.0586139597	96801;259583;6992128;6992387;6992388;6992389;6992390;6992391;6992392;23615548;61157877;78973229;78975663;129639408;129641874	NORMAN:(NS00048284);COCONUT:(CNP0079790);HMDB:(28691);PubChem:(96801 259583 6992128 6992387 6992388 6992389 6992390 6992391 6992392 23615548 61157877 78973229 78975663 129639408 129641874);CHEBI:(73838 74389 73770);ZINC bio:(ZINC01541833 ZINC38200467);additional;PubChem class - bio and metabolites;Training Set;PubMed;Biocyc:(CPD-13398)	19687530	203.13914489746094	41.891	463_mapp_batch_00010_sirius_845
131	1	1	1	0.6391522643974668	-6.768350843932307	0.9999999999999999	40.86969303140013	C11H20N2O5	[M + H]+	KTGFOCFYOZQVRJ	InChI=1S/C11H20N2O5/c1-3-6(2)9(12)10(16)13-7(11(17)18)4-5-8(14)15/h6-7,9H,3-5,12H2,1-2H3,(H,13,16)(H,14,15)(H,17,18)	2-[(2-amino-3-methylpentanoyl)amino]pentanedioic acid	CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)O)N	-0.457407683	7009624;7009625;18218218;61160309;61160768;61172886;61174293	HMDB:(28906);PubChem:(7009624 7009625 18218218 61160309 61160768 61172886 61174293);CHEBI:(137259);ZINC bio:(ZINC02384845);additional;PubChem class - bio and metabolites;Training Set;PubMed;Biocyc:(CPD-20375)	17328234	261.1445770263672	24.688	3156_mapp_batch_00010_sirius_589
132	1	1	1	0.6378654128453908	-20.220244439029326	0.9999999999999999	77.47723468425595	C23H41NO5	[M + H]+	UUFVSGRELDGPGL	InChI=1S/C23H41NO5/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(25)24-20(23(28)29)18-19-22(26)27/h9-10,20H,2-8,11-19H2,1H3,(H,24,25)(H,26,27)(H,28,29)	Oleoyl glutamic acid	CCCCCCCCC=CCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O	6.5	215144;350647;5784185;5385829;6445422;6913738;123132023;135240008	PubChem:(215144 350647 5784185 5385829 6445422 6913738 123132023 135240008);CHEBI:(136713 134122)	34	412.3057403564453	327.246	1980_mapp_batch_00010_sirius_1132
133	1	1	1	0.637398362467141	-130.99033420717612	0.9999999999999999	81.41951861968501	C19H28N4O5	[M + H]+	XLZCLJRGGMBKLR	InChI=1S/C19H28N4O5/c1-3-11(2)16(23-17(25)13(20)10-15(21)24)18(26)22-14(19(27)28)9-12-7-5-4-6-8-12/h4-8,11,13-14,16H,3,9-10,20H2,1-2H3,(H2,21,24)(H,22,26)(H,23,25)(H,27,28)	2-[[2-[(2,4-diamino-4-oxobutanoyl)amino]-3-methylpentanoyl]amino]-3-phenylpropanoic acid	CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)N)N	-0.031076327	18219158;23644587	PubChem:(18219158 23644587);PubChem class - bio and metabolites	16777218	393.2124481201172	69.863	2544_mapp_batch_00010_sirius_927
134	1	1	1	0.6350880840626641	-10.458372911633582	0.9999999999999999	39.58630953046413	C17H23N3O3	[M + H]+	PITVQFJBUFDJDD	InChI=1S/C17H23N3O3/c1-3-10(2)15(17(22)23)20-16(21)13(18)8-11-9-19-14-7-5-4-6-12(11)14/h4-7,9-10,13,15,19H,3,8,18H2,1-2H3,(H,20,21)(H,22,23)	tryptophyl-L-isoleucine	CCC(C)C(C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)N	1.58617413	47349;11681245;19816755;67935175;101109633	COCONUT:(CNP0210237);HMDB:(29086);PubChem:(47349 11681245 19816755 67935175 101109633);CHEBI:(141448);additional;Training Set	2637866	318.1812438964844	96.57	528_mapp_batch_00010_sirius_1430
135	1	1	1	0.6342040270085061	-4.544525555867788	0.9999999999999999	74.72198971047521	C9H11NO3	[M + H]+	OUYCCCASQSFEME	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)	tyrosine	C1=CC(=CC=C1CC(C(=O)O)N)O	0.267655462	1153;6057;71098;134618;450407;450408;450409;450610;2724449;3741725;4300518;5460804;5460805;5460807;5460811;5460812;5460814;5460819;5460820;5460822;10513366;10657063;6919035;6942100;12144755;12209698;12209699;12209703;12209704;12209705;12209706;12209707;12209714;12209715;12209716;12209718;12209719;12209720;12209722;12209728;12209730;12209731;10035292;10081061;10176393;10261774;10285839;11819702;11344427;10419891;16057302;16121128;16121129;18761740;16213418;16213445;16213583;16217563;22525020;22525021;22525022;25033054;24209846;24209847;25240685;25240941;25241510;25241511;46198802;46198803;46200025;46200026;46200027;46200028;46200029;46200030;46200031;46200180;46200178;46200179;46200181;46200182;46200183;46200184;46200325;46200326;46200327;46200328;46200329;46200486;51038299;51038519;46932123;54170871;54170875;56613523;56615578;56846617;66995444;67616738;71524149;71308851;87528069;87206347;90695549;91056413;90471999;90472602;101207897;102122882;102134361;102176480;101397207;101397208;101473587;102352870;102352865;102352866;102352868;102352869;102601143;102601262;102602318;102445951;102467108;119078552;118264389;118404240;121232915;121232916;124202800;124202884;129691772;129718953;129827297;131708673;131869542;138986902	HMDB:(158);PubChem class - food;SuperNatural:(SN00321715 SN00001300);ZINC bio:(ZINC00002234 ZINC00266964);additional;HSDB:(60-18-4);MeSH:(6057);Plantcyc:(TYR);PubMed;NORMAN:(NS00001880);COCONUT:(CNP0082847 CNP0082848 CNP0116237 CNP0273041);KNApSAcK:(1397);Natural Products:(UNPD23045 UNPD50706);PubChem:(1153 6057 71098 134618 450407 450408 450409 450610 2724449 3741725 4300518 5460804 5460805 5460807 5460811 5460812 5460814 5460819 5460820 5460822 10513366 10657063 6919035 6942100 12144755 12209698 12209699 12209703 12209704 12209705 12209706 12209707 12209714 12209715 12209716 12209718 12209719 12209720 12209722 12209728 12209730 12209731 10035292 10081061 10176393 10261774 10285839 11819702 11344427 10419891 16057302 16121128 16121129 18761740 16213418 16213445 16213583 16217563 22525020 22525021 22525022 25033054 24209846 24209847 25240685 25240941 25241510 25241511 46198802 46198803 46200025 46200026 46200027 46200028 46200029 46200030 46200031 46200180 46200178 46200179 46200181 46200182 46200183 46200184 46200325 46200326 46200327 46200328 46200329 46200486 51038299 51038519 46932123 54170871 54170875 56613523 56615578 56846617 66995444 67616738 71524149 71308851 87528069 87206347 90695549 91056413 90471999 90472602 101207897 102122882 102134361 102176480 101397207 101397208 101473587 102352870 102352865 102352866 102352868 102352869 102601143 102601262 102602318 102445951 102467108 119078552 118264389 118404240 121232915 121232916 124202800 124202884 129691772 129718953 129827297 131708673 131869542 138986902);CHEBI:(32760 32784 28479 32773 58315 32761 32775 32774 17895 32762 58570 18186 32786 32785);PubChem class - bio and metabolites;KEGG:(C00082 C06420 C01536);PubChem class - safety and toxic;YMDB:(364 805);Training Set;PubChem class - drug;Biocyc:(D-TYROSINE TYR)	255847294	182.08120727539062	35.56	2045_mapp_batch_00010_sirius_5456
136	1	1	4	0.6297399651203047	-290.8723200256152	0.12261306532663317	13.68636902478102	C25H27FN4O3	[M + H]+	XXJWYDDUDKYVKI	InChI=1S/C25H27FN4O3/c1-16-12-17-19(29-16)6-7-21(24(17)26)33-25-18-13-22(31-2)23(14-20(18)27-15-28-25)32-11-5-10-30-8-3-4-9-30/h6-7,12-15,29H,3-5,8-11H2,1-2H3	Recentin	CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5	4.9000001	9933475;44155115;44155116;44155117;44155142;44155143;44155144;44155145;44155244;44155245;44155770;44155978;44156139;44156140;44156141;44156142;44156233;44156234;44156235;44156267;44156268;44156269;44156270;44156353;44156354;44156357;44156654;44156655;44156778;44156779;44156780;44156781;44156887;44156888;44156889;44156890;44156892;44156893;44156894;44156895;44199413;76974415;87632133	COCONUT:(CNP0396107);PubChem:(9933475 44155115 44155116 44155117 44155142 44155143 44155144 44155145 44155244 44155245 44155770 44155978 44156139 44156140 44156141 44156142 44156233 44156234 44156235 44156267 44156268 44156269 44156270 44156353 44156354 44156357 44156654 44156655 44156778 44156779 44156780 44156781 44156887 44156888 44156889 44156890 44156892 44156893 44156894 44156895 44199413 76974415 87632133);CHEBI:(94782);ZINC bio:(ZINC03948085);additional;PubChem class - bio and metabolites;MeSH:(9933475);PubChem class - safety and toxic;Training Set;PubMed;PubChem class - drug	120086630	451.2152404785156	33.676	4005_mapp_batch_00010_sirius_1903
137	1	1	1	0.6231013899742192	-7.976392495365894	0.9999999999999999	18.472643766610652	C19H38N2O3	[M + H]+	MRUAUOIMASANKQ	InChI=1S/C19H38N2O3/c1-4-5-6-7-8-9-10-11-12-14-18(22)20-15-13-16-21(2,3)17-19(23)24/h4-17H2,1-3H3,(H-,20,22,23,24)/p+1	Empigen BR	CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)O	4.69999981	20280;20281;71749757;71749758	NORMAN:(NS00010635);COCONUT:(CNP0346634);PubChem:(20280 20281 71749757 71749758);additional;PubChem class - bio and metabolites;MeSH:(20280);PubChem class - safety and toxic;Training Set;PubMed	86786118	343.295654296875	202.957	10_mapp_batch_00010_sirius_1502
