id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
1612_mapp_batch_00010_sirius_1056	C19H29N3O6	[M + H]+	C19H29N3O6	Amino acids and Peptides	0.9999984502792358	Small peptides	0.9999454021453857	Tripeptides	0.864670991897583	Oligopeptides	0.9812239408493042	Peptides	0.9999959468841553	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	1.0	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Aralkylamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities
1679_mapp_batch_00010_sirius_1734	C22H29N5O9	[M + H]+	C22H29N5O9	Amino acids and Peptides	0.9998425245285034	Small peptides	0.9990208148956299	Tripeptides	0.9896153211593628	Oligopeptides	0.9999089241027832	Peptides	0.999998927116394	Amino acids, peptides, and analogues	0.9999998807907104	Carboxylic acids and derivatives	0.9999988079071045	Organic acids and derivatives	0.9999998807907104	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Serine and derivatives; Phenylalanine and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
497_mapp_batch_00010_sirius_5594	C15H22N2O3	[M + H]+	C15H22N2O3	Alkaloids	0.9523233771324158	Small peptides	0.41371697187423706	Polyamines	0.28775671124458313	Alpha amino acids	0.6083506345748901	Amino acids and derivatives	0.9933484196662903	Amino acids, peptides, and analogues	0.9934492707252502	Carboxylic acids and derivatives	0.9997223019599915	Organic acids and derivatives	0.999933123588562	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Benzoic acids and derivatives; Benzamides; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Amines; Primary amines; Tertiary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
11_mapp_batch_00010_sirius_753	C19H38N6O4	[M + H]+	C19H38N6O4	Fatty acids	0.39695924520492554	Fatty amides	0.7084923982620239	N-acyl amines	0.6050053834915161	Amino acids and derivatives	0.8975430727005005	Amino acids and derivatives	0.8975430727005005	Amino acids, peptides, and analogues	0.8953661918640137	Carboxylic acids and derivatives	0.9896028637886047	Organic acids and derivatives	0.9924605488777161	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
796_mapp_batch_00010_sirius_606	C45H67N3O2	[M + Na]+	C45H67N3O2	Fatty acids	0.4227972626686096	Fatty amides	0.6700285077095032	N-acyl amines	0.48837152123451233	Aralkylamines	0.6694672703742981	Aralkylamines	0.6694672703742981	Amines	0.7637585997581482	Organonitrogen compounds	0.9999998807907104	Organic nitrogen compounds	1.0	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Aralkylamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1068_mapp_batch_00010_sirius_658	C43H52N4O8	[M + H]+	C43H52N4O8	Amino acids and Peptides	0.9992559552192688	Oligopeptides	0.8195480108261108	Linear peptides	0.6232995986938477	Oligopeptides	0.9361510276794434	Peptides	0.9615905284881592	Amino acids, peptides, and analogues	0.9999997615814209	Carboxylic acids and derivatives	0.9999998807907104	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Primary amines; Phenylpropanoic acids; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities
188_mapp_batch_00010_sirius_1528	C41H81N5O10	[M + H]+	C41H81N5O10	Amino acids and Peptides	0.7420704960823059	Oligopeptides	0.8526502847671509	Lipopeptides	0.1721581071615219	Peptides	0.9231806993484497	Peptides	0.9231806993484497	Amino acids, peptides, and analogues	0.969560444355011	Carboxylic acids and derivatives	0.99819415807724	Organic acids and derivatives	0.9993740916252136	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenylpropanoids and polyketides; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
559_mapp_batch_00010_sirius_1435	C13H16N6O6	[M + Na]+	C13H16N6O6	Amino acids and Peptides	0.44748741388320923	Pseudoalkaloids	0.5970561504364014	Purine alkaloids	0.17789910733699799	Alpha amino acids and derivatives	0.5652685761451721	Amino acids and derivatives	0.6226178407669067	Amino acids, peptides, and analogues	0.6122580170631409	Carboxylic acids and derivatives	0.972396969795227	Organic acids and derivatives	0.9961777925491333	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Azoles; Ureas; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acid esters; Organic oxoazanium compounds; Oxadiazoles; Carbonyl compounds; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Vinylogous amides; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities
1513_mapp_batch_00010_sirius_1711	C43H57N3O5	[M + H]+	C43H57N3O5	Terpenoids	0.7584639191627502	Steroids	0.41853582859039307	Pregnane steroids	0.30076172947883606	Alpha amino acid amides	0.5176008939743042	Amino acids and derivatives	0.7581756114959717	Amino acids, peptides, and analogues	0.7613051533699036	Carboxylic acids and derivatives	0.9346086382865906	Organic acids and derivatives	0.9646159410476685	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
861_mapp_batch_00010_sirius_2215	C22H51N4O4	[M + H]+	C22H51N4O4	Amino acids and Peptides	0.2932779788970947	Ornithine alkaloids	0.65675950050354	Polyamines	0.7236971259117126	Alpha amino acid amides	0.5660458207130432	Amino acids and derivatives	0.8189963102340698	Amino acids, peptides, and analogues	0.8496900200843811	Carboxylic acids and derivatives	0.5226864218711853	Organic acids and derivatives	0.7588755488395691	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; 1,2-aminoalcohols; Dialkylamines; Alpha amino acid amides; Amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
319_mapp_batch_00010_sirius_1398	C15H26N4O3S	[M + H]+	C15H26N4O3S	Amino acids and Peptides	0.9993625283241272	Small peptides	0.9998223185539246	Tripeptides	0.4631253480911255	Dipeptides	0.9958400726318359	Peptides	0.9995098114013672	Amino acids, peptides, and analogues	0.9999847412109375	Carboxylic acids and derivatives	0.9999808073043823	Organic acids and derivatives	0.99998939037323	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Substituted imidazoles; N-acyl-alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Methionine and derivatives; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Histidine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
1440_mapp_batch_00010_sirius_719	C14H26N4O5	[M + H]+	C14H26N4O5	Amino acids and Peptides	0.9999276399612427	Small peptides	0.9999676942825317	Tripeptides	0.9802969694137573	Oligopeptides	0.937455415725708	Peptides	0.999946117401123	Amino acids, peptides, and analogues	0.9999990463256836	Carboxylic acids and derivatives	0.9999997615814209	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Alanine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
289_mapp_batch_00010_sirius_803	C18H34O4	[M + H]+	C18H34O4	Fatty acids	0.9914299845695496	Octadecanoids	0.8268730640411377	Other Octadecanoids	0.9262987971305847	Long-chain fatty acids	0.6282597184181213	Long-chain fatty acids	0.6282597184181213	Fatty acids and conjugates	0.9969769716262817	Fatty Acyls	0.9999382495880127	Lipids and lipid-like molecules	0.9999071359634399	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
996_mapp_batch_00010_sirius_1640	C28H42N2O6	[M + H]+	C28H42N2O6	Polyketides	0.5115121006965637	Steroids	0.2850854694843292	Lactam bearing macrolide lactones	0.10471374541521072	Steroids and steroid derivatives	0.6415786147117615					Steroids and steroid derivatives	0.6415786147117615	Lipids and lipid-like molecules	0.860292375087738	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Cyclic alcohols and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1345_mapp_batch_00010_sirius_1257	C18H30N4O7	[M + H]+	C18H30N4O7	Amino acids and Peptides	0.9999603033065796	Small peptides	0.9998186230659485	Tripeptides	0.9073236584663391	Oligopeptides	0.9105690121650696	Peptides	0.9997051358222961	Amino acids, peptides, and analogues	0.9999561309814453	Carboxylic acids and derivatives	0.9999972581863403	Organic acids and derivatives	0.9999998807907104	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Proline and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
48_mapp_batch_00010_sirius_2106	C27H43NO3	[M + H]+	C27H43NO3	Fatty acids	0.9970335960388184	Fatty amides	0.9990944862365723	N-acyl amines	0.9993014335632324	Phenylalanine and derivatives	0.9999963045120239	Amino acids and derivatives	0.9978410005569458	Amino acids, peptides, and analogues	0.998155415058136	Carboxylic acids and derivatives	1.0	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Benzenoids; Phenylpropanoic acids; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1140_mapp_batch_00010_sirius_670	C20H34N4O	[M + Na]+	C20H34N4O	Alkaloids	0.9093677401542664	Lysine alkaloids	0.40414825081825256	Piperidine alkaloids	0.3257095217704773	Alpha amino acid amides	0.921863853931427	Amino acids and derivatives	0.7461014986038208	Amino acids, peptides, and analogues	0.7682068347930908	Carboxylic acids and derivatives	0.5192691087722778	Organic acids and derivatives	0.9915027618408203	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Piperidines; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Trialkylamines; Pyrrolidinecarboxamides; Alpha amino acid amides; Amines; Tertiary amines; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1276_mapp_batch_00010_sirius_691	C21H36N4O4S	[M + H]+	C21H36N4O4S	Alkaloids	0.6404407620429993	Small peptides	0.28521642088890076	Piperidine alkaloids	0.07268185913562775	Alpha amino acids and derivatives	0.5979878902435303	Amino acids and derivatives	0.9564229846000671	Amino acids, peptides, and analogues	0.9542036056518555	Carboxylic acids and derivatives	0.9946388602256775	Organic acids and derivatives	0.9999246597290039	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Secondary amines; Aralkylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
903_mapp_batch_00010_sirius_1488	C21H34N4O5	[M + H]+	C21H34N4O5	Amino acids and Peptides	0.9994511008262634	Small peptides	0.990544319152832	Tripeptides	0.8855186104774475	Oligopeptides	0.9705559015274048	Peptides	0.998940646648407	Amino acids, peptides, and analogues	0.9999998807907104	Carboxylic acids and derivatives	0.9999969005584717	Organic acids and derivatives	0.9999997615814209	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities
1304_mapp_batch_00010_sirius_696	C35H67N5O9	[M + H]+	C35H67N5O9	Amino acids and Peptides	0.7885555028915405	Oligopeptides	0.8033862113952637	Lipopeptides	0.8206533193588257	Alpha amino acids and derivatives	0.9654878377914429	Amino acids and derivatives	0.9337829947471619	Amino acids, peptides, and analogues	0.9630022644996643	Carboxylic acids and derivatives	0.9987868666648865	Organic acids and derivatives	0.9996664524078369	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Alcohols and polyols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1376_mapp_batch_00010_sirius_1263	C53H81O2	[M + Na]+	C53H81O2	Terpenoids	0.9973587393760681	Carotenoids (C50)	0.18665547668933868	Carotenoids (C40, β-β)	0.3880743086338043	Xanthophylls	0.5655751824378967	Carotenoids	0.45837855339050293	Tetraterpenoids	0.4924061894416809	Prenol lipids	0.7696000337600708	Lipids and lipid-like molecules	0.9969315528869629	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Xanthophylls; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
351_mapp_batch_00010_sirius_3185	C44H59N7O5	[M + H]+	C44H59N7O5	Amino acids and Peptides	0.5267745852470398	Oligopeptides	0.18847142159938812	Pyridine alkaloids	0.1654295176267624	Alpha amino acids and derivatives	0.8263067007064819	Amino acids and derivatives	0.8825802803039551	Amino acids, peptides, and analogues	0.8917177319526672	Carboxylic acids and derivatives	0.9619081020355225	Organic acids and derivatives	0.9557501077651978	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Naphthalenes; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl ketones; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1165_mapp_batch_00010_sirius_674	C16H29N3O6	[M + H]+	C16H29N3O6	Amino acids and Peptides	0.9991363883018494	Small peptides	0.9999698400497437	Tripeptides	0.9782240986824036	Oligopeptides	0.984078049659729	Peptides	0.9999698400497437	Amino acids, peptides, and analogues	0.9999994039535522	Carboxylic acids and derivatives	0.9999998807907104	Organic acids and derivatives	0.9999998807907104	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Glutamic acid and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
1539_mapp_batch_00010_sirius_1715	C27H51O11P	[M + H]+	C27H51O11P	Fatty acids	0.9999791383743286	Glycerophospholipids	0.9999780654907227	Glycerophosphoinositols	0.9986458420753479	Glycerophospholipids	0.9998946189880371					Glycerophospholipids	0.9998946189880371	Lipids and lipid-like molecules	0.999987006187439	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; Cyclohexanols; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1141_mapp_batch_00010_sirius_671	C22H43NO	[M + H]+	C22H43NO	Fatty acids	0.9649032950401306	Fatty amides	0.9745028018951416	N-acyl amines	0.8089196681976318	Fatty amides	0.703529953956604			Fatty amides	0.703529953956604	Fatty Acyls	0.6561456322669983	Lipids and lipid-like molecules	0.8358741998672485	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
